date,import,export,access_date
1997-01-01,239,229,2021-02-25
1997-02-01,234,236,2021-02-25
1997-03-01,245,243,2021-02-25
1997-04-01,241,257,2021-02-25
1997-05-01,237,240,2021-02-25
1997-06-01,240,249,2021-02-25
1997-07-01,247,262,2021-02-25
1997-08-01,242,255,2021-02-25
1997-09-01,243,258,2021-02-25
1997-10-01,252,268,2021-02-25
1997-11-01,262,265,2021-02-25
1997-12-01,273,278,2021-02-25
1998-01-01,221,245,2021-02-25
1998-02-01,219,252,2021-02-25
1998-03-01,236,263,2021-02-25
1998-04-01,228,256,2021-02-25
1998-05-01,226,246,2021-02-25
1998-06-01,232,247,2021-02-25
1998-07-01,238,241,2021-02-25
1998-08-01,229,231,2021-02-25
1998-09-01,230,186,2021-02-25
1998-10-01,224,176,2021-02-25
1998-11-01,222,177,2021-02-25
1998-12-01,244,207,2021-02-25
1999-01-01,177,141,2021-02-25
1999-02-01,202,165,2021-02-25
1999-03-01,218,202,2021-02-25
1999-04-01,227,194,2021-02-25
1999-05-01,212,160,2021-02-25
1999-06-01,216,213,2021-02-25
1999-07-01,223,190,2021-02-25
1999-08-01,220,179,2021-02-25
1999-09-01,225,181,2021-02-25
1999-10-01,235,197,2021-02-25
1999-11-01,246,203,2021-02-25
1999-12-01,278,212,2021-02-25
2000-01-01,235,159,2021-02-25
2000-02-01,249,199,2021-02-25
2000-03-01,274,206,2021-02-25
2000-04-01,251,195,2021-02-25
2000-05-01,258,196,2021-02-25
2000-06-01,266,204,2021-02-25
2000-07-01,263,205,2021-02-25
2000-08-01,271,211,2021-02-25
2000-09-01,268,208,2021-02-25
2000-10-01,267,215,2021-02-25
2000-11-01,284,218,2021-02-25
2000-12-01,286,228,2021-02-25
2001-01-01,257,191,2021-02-25
2001-02-01,255,210,2021-02-25
2001-03-01,269,217,2021-02-25
2001-04-01,259,219,2021-02-25
2001-05-01,264,221,2021-02-25
2001-06-01,272,224,2021-02-25
2001-07-01,250,220,2021-02-25
2001-08-01,270,222,2021-02-25
2001-09-01,260,216,2021-02-25
2001-10-01,248,227,2021-02-25
2001-11-01,256,232,2021-02-25
2001-12-01,253,244,2021-02-25
2002-01-01,233,209,2021-02-25
2002-02-01,231,214,2021-02-25
2002-03-01,261,223,2021-02-25
2002-04-01,277,233,2021-02-25
2002-05-01,265,225,2021-02-25
2002-06-01,254,230,2021-02-25
2002-07-01,276,238,2021-02-25
2002-08-01,283,235,2021-02-25
2002-09-01,280,234,2021-02-25
2002-10-01,282,248,2021-02-25
2002-11-01,275,242,2021-02-25
2002-12-01,2,261,2021-02-25
2003-01-01,279,226,2021-02-25
2003-02-01,281,237,2021-02-25
2003-03-01,7,251,2021-02-25
2003-04-01,285,254,2021-02-25
2003-05-01,287,250,2021-02-25
2003-06-01,1,253,2021-02-25
2003-07-01,3,266,2021-02-25
2003-08-01,8,259,2021-02-25
2003-09-01,6,260,2021-02-25
2003-10-01,10,269,2021-02-25
2003-11-01,5,267,2021-02-25
2003-12-01,12,279,2021-02-25
2004-01-01,4,239,2021-02-25
2004-02-01,9,264,2021-02-25
2004-03-01,13,273,2021-02-25
2004-04-01,15,272,2021-02-25
2004-05-01,11,271,2021-02-25
2004-06-01,16,274,2021-02-25
2004-07-01,17,277,2021-02-25
2004-08-01,20,276,2021-02-25
2004-09-01,19,275,2021-02-25
2004-10-01,21,282,2021-02-25
2004-11-01,23,283,2021-02-25
2004-12-01,25,7,2021-02-25
2005-01-01,14,270,2021-02-25
2005-02-01,18,281,2021-02-25
2005-03-01,30,1,2021-02-25
2005-04-01,29,285,2021-02-25
2005-05-01,31,284,2021-02-25
2005-06-01,28,287,2021-02-25
2005-07-01,36,6,2021-02-25
2005-08-01,38,4,2021-02-25
2005-09-01,39,5,2021-02-25
2005-10-01,44,10,2021-02-25
2005-11-01,43,13,2021-02-25
2005-12-01,60,21,2021-02-25
2006-01-01,33,280,2021-02-25
2006-02-01,40,2,2021-02-25
2006-03-01,56,14,2021-02-25
2006-04-01,52,9,2021-02-25
2006-05-01,77,16,2021-02-25
2006-06-01,64,28,2021-02-25
2006-07-01,69,19,2021-02-25
2006-08-01,84,25,2021-02-25
2006-09-01,67,26,2021-02-25
2006-10-01,54,39,2021-02-25
2006-11-01,55,43,2021-02-25
2006-12-01,88,83,2021-02-25
2007-01-01,37,11,2021-02-25
2007-02-01,47,22,2021-02-25
2007-03-01,71,54,2021-02-25
2007-04-01,81,49,2021-02-25
2007-05-01,90,59,2021-02-25
2007-06-01,74,72,2021-02-25
2007-07-01,94,81,2021-02-25
2007-08-01,105,89,2021-02-25
2007-09-01,83,73,2021-02-25
2007-10-01,134,117,2021-02-25
2007-11-01,139,121,2021-02-25
2007-12-01,154,138,2021-02-25
2008-01-01,131,38,2021-02-25
2008-02-01,138,99,2021-02-25
2008-03-01,160,125,2021-02-25
2008-04-01,166,140,2021-02-25
2008-05-01,182,132,2021-02-25
2008-06-01,186,143,2021-02-25
2008-07-01,208,173,2021-02-25
2008-08-01,199,158,2021-02-25
2008-09-01,185,161,2021-02-25
2008-10-01,157,148,2021-02-25
2008-11-01,95,103,2021-02-25
2008-12-01,99,126,2021-02-25
2009-01-01,27,3,2021-02-25
2009-02-01,24,18,2021-02-25
2009-03-01,41,24,2021-02-25
2009-04-01,26,23,2021-02-25
2009-05-01,35,17,2021-02-25
2009-06-01,51,29,2021-02-25
2009-07-01,73,32,2021-02-25
2009-08-01,78,30,2021-02-25
2009-09-01,89,52,2021-02-25
2009-10-01,104,67,2021-02-25
2009-11-01,106,69,2021-02-25
2009-12-01,130,94,2021-02-25
2010-01-01,80,8,2021-02-25
2010-02-01,103,33,2021-02-25
2010-03-01,125,68,2021-02-25
2010-04-01,123,74,2021-02-25
2010-05-01,114,76,2021-02-25
2010-06-01,120,80,2021-02-25
2010-07-01,110,95,2021-02-25
2010-08-01,116,128,2021-02-25
2010-09-01,129,124,2021-02-25
2010-10-01,136,134,2021-02-25
2010-11-01,135,136,2021-02-25
2010-12-01,183,156,2021-02-25
2011-01-01,98,45,2021-02-25
2011-02-01,164,110,2021-02-25
2011-03-01,181,152,2021-02-25
2011-04-01,204,155,2021-02-25
2011-05-01,193,167,2021-02-25
2011-06-01,190,164,2021-02-25
2011-07-01,175,154,2021-02-25
2011-08-01,191,180,2021-02-25
2011-09-01,187,153,2021-02-25
2011-10-01,200,175,2021-02-25
2011-11-01,206,183,2021-02-25
2011-12-01,217,187,2021-02-25
2012-01-01,161,79,2021-02-25
2012-02-01,197,137,2021-02-25
2012-03-01,209,172,2021-02-25
2012-04-01,198,150,2021-02-25
2012-05-01,203,168,2021-02-25
2012-06-01,168,157,2021-02-25
2012-07-01,171,182,2021-02-25
2012-08-01,170,188,2021-02-25
2012-09-01,184,162,2021-02-25
2012-10-01,207,200,2021-02-25
2012-11-01,201,192,2021-02-25
2012-12-01,214,198,2021-02-25
2013-01-01,159,112,2021-02-25
2013-02-01,179,147,2021-02-25
2013-03-01,195,171,2021-02-25
2013-04-01,194,185,2021-02-25
2013-05-01,169,146,2021-02-25
2013-06-01,178,169,2021-02-25
2013-07-01,189,189,2021-02-25
2013-08-01,180,170,2021-02-25
2013-09-01,196,174,2021-02-25
2013-10-01,188,193,2021-02-25
2013-11-01,210,184,2021-02-25
2013-12-01,215,201,2021-02-25
2014-01-01,162,99,2021-02-25
2014-02-01,145,130,2021-02-25
2014-03-01,211,163,2021-02-25
2014-04-01,213,166,2021-02-25
2014-05-01,192,145,2021-02-25
2014-06-01,167,149,2021-02-25
2014-07-01,205,178,2021-02-25
2014-08-01,174,142,2021-02-25
2014-09-01,155,144,2021-02-25
2014-10-01,176,151,2021-02-25
2014-11-01,149,123,2021-02-25
2014-12-01,156,135,2021-02-25
2015-01-01,85,12,2021-02-25
2015-02-01,96,36,2021-02-25
2015-03-01,124,56,2021-02-25
2015-04-01,109,42,2021-02-25
2015-05-01,108,34,2021-02-25
2015-06-01,102,44,2021-02-25
2015-07-01,82,51,2021-02-25
2015-08-01,63,46,2021-02-25
2015-09-01,75,53,2021-02-25
2015-10-01,79,55,2021-02-25
2015-11-01,66,47,2021-02-25
2015-12-01,92,60,2021-02-25
2016-01-01,22,286,2021-02-25
2016-02-01,32,15,2021-02-25
2016-03-01,50,35,2021-02-25
2016-04-01,42,31,2021-02-25
2016-05-01,45,27,2021-02-25
2016-06-01,53,40,2021-02-25
2016-07-01,46,41,2021-02-25
2016-08-01,48,70,2021-02-25
2016-09-01,65,63,2021-02-25
2016-10-01,61,64,2021-02-25
2016-11-01,76,62,2021-02-25
2016-12-01,115,82,2021-02-25
2017-01-01,68,20,2021-02-25
2017-02-01,70,37,2021-02-25
2017-03-01,118,75,2021-02-25
2017-04-01,72,66,2021-02-25
2017-05-01,86,84,2021-02-25
2017-06-01,97,96,2021-02-25
2017-07-01,59,97,2021-02-25
2017-08-01,93,120,2021-02-25
2017-09-01,111,93,2021-02-25
2017-10-01,119,108,2021-02-25
2017-11-01,126,115,2021-02-25
2017-12-01,152,131,2021-02-25
2018-01-01,128,50,2021-02-25
2018-02-01,117,78,2021-02-25
2018-03-01,147,109,2021-02-25
2018-04-01,143,100,2021-02-25
2018-05-01,146,106,2021-02-25
2018-06-01,144,102,2021-02-25
2018-07-01,133,104,2021-02-25
2018-08-01,153,111,2021-02-25
2018-09-01,158,86,2021-02-25
2018-10-01,173,107,2021-02-25
2018-11-01,165,105,2021-02-25
2018-12-01,172,119,2021-02-25
2019-01-01,113,48,2021-02-25
2019-02-01,137,65,2021-02-25
2019-03-01,150,98,2021-02-25
2019-04-01,148,116,2021-02-25
2019-05-01,122,87,2021-02-25
2019-06-01,121,90,2021-02-25
2019-07-01,127,118,2021-02-25
2019-08-01,132,114,2021-02-25
2019-09-01,141,101,2021-02-25
2019-10-01,151,129,2021-02-25
2019-11-01,142,127,2021-02-25
2019-12-01,163,133,2021-02-25
2020-01-01,107,57,2021-02-25
2020-02-01,91,71,2021-02-25
2020-03-01,101,91,2021-02-25
2020-04-01,62,61,2021-02-25
2020-05-01,34,58,2021-02-25
2020-06-01,57,77,2021-02-25
2020-07-01,58,85,2021-02-25
2020-08-01,49,88,2021-02-25
2020-09-01,112,92,2021-02-25
2020-10-01,87,113,2021-02-25
2020-11-01,100,122,2021-02-25
2020-12-01,140,139,2021-02-25
