date,import,export,access_date
1997-01-01,6654,4704,2020-09-12
1997-02-01,6433,4939,2020-09-12
1997-03-01,7043,5522,2020-09-12
1997-04-01,6743,6043,2020-09-12
1997-05-01,6515,5391,2020-09-12
1997-06-01,6730,5674,2020-09-12
1997-07-01,7423,6319,2020-09-12
1997-08-01,6874,5996,2020-09-12
1997-09-01,6993,6077,2020-09-12
1997-10-01,7763,6672,2020-09-12
1997-11-01,8063,6340,2020-09-12
1997-12-01,8711,8112,2020-09-12
1998-01-01,5662,5603,2020-09-12
1998-02-01,5638,5841,2020-09-12
1998-03-01,6510,6320,2020-09-12
1998-04-01,6066,6010,2020-09-12
1998-05-01,5962,5612,2020-09-12
1998-06-01,6339,5633,2020-09-12
1998-07-01,6597,5449,2020-09-12
1998-08-01,6118,4865,2020-09-12
1998-09-01,6284,2995,2020-09-12
1998-10-01,5825,2872,2020-09-12
1998-11-01,5707,2895,2020-09-12
1998-12-01,7034,3443,2020-09-12
1999-01-01,4154,2525,2020-09-12
1999-02-01,4536,2773,2020-09-12
1999-03-01,5367,3259,2020-09-12
1999-04-01,6017,3092,2020-09-12
1999-05-01,4711,2723,2020-09-12
1999-06-01,4953,3776,2020-09-12
1999-07-01,5761,3044,2020-09-12
1999-08-01,5655,2926,2020-09-12
1999-09-01,5904,2949,2020-09-12
1999-10-01,6483,3179,2020-09-12
1999-11-01,7071,3260,2020-09-12
1999-12-01,9044,3757,2020-09-12
2000-01-01,6483,2719,2020-09-12
2000-02-01,7574,3208,2020-09-12
2000-03-01,8713,3421,2020-09-12
2000-04-01,7761,3154,2020-09-12
2000-05-01,7959,3165,2020-09-12
2000-06-01,8206,3343,2020-09-12
2000-07-01,8069,3373,2020-09-12
2000-08-01,8569,3535,2020-09-12
2000-09-01,8431,3510,2020-09-12
2000-10-01,8403,3921,2020-09-12
2000-11-01,9499,4131,2020-09-12
2000-12-01,9553,4651,2020-09-12
2001-01-01,7930,3048,2020-09-12
2001-02-01,7821,3528,2020-09-12
2001-03-01,8493,4058,2020-09-12
2001-04-01,8036,4170,2020-09-12
2001-05-01,8104,4375,2020-09-12
2001-06-01,8703,4472,2020-09-12
2001-07-01,7652,4217,2020-09-12
2001-08-01,8557,4388,2020-09-12
2001-09-01,8045,4000,2020-09-12
2001-10-01,7544,4630,2020-09-12
2001-11-01,7900,4884,2020-09-12
2001-12-01,7770,5549,2020-09-12
2002-01-01,6383,3515,2020-09-12
2002-02-01,6331,3818,2020-09-12
2002-03-01,8051,4450,2020-09-12
2002-04-01,8994,4903,2020-09-12
2002-05-01,8108,4480,2020-09-12
2002-06-01,7783,4735,2020-09-12
2002-07-01,8844,5250,2020-09-12
2002-08-01,9490,4937,2020-09-12
2002-09-01,9258,4936,2020-09-12
2002-10-01,9457,5637,2020-09-12
2002-11-01,8823,5512,2020-09-12
2002-12-01,10546,6248,2020-09-12
2003-01-01,9184,4554,2020-09-12
2003-02-01,9409,5018,2020-09-12
2003-03-01,11064,5804,2020-09-12
2003-04-01,9528,5977,2020-09-12
2003-05-01,9793,5713,2020-09-12
2003-06-01,10422,5852,2020-09-12
2003-07-01,10867,6436,2020-09-12
2003-08-01,11428,6101,2020-09-12
2003-09-01,11026,6218,2020-09-12
2003-10-01,12032,6830,2020-09-12
2003-11-01,10982,6548,2020-09-12
2003-12-01,13325,8163,2020-09-12
2004-01-01,10875,5363,2020-09-12
2004-02-01,11673,6334,2020-09-12
2004-03-01,13487,7506,2020-09-12
2004-04-01,14201,7473,2020-09-12
2004-05-01,13147,7122,2020-09-12
2004-06-01,14351,7638,2020-09-12
2004-07-01,15083,8078,2020-09-12
2004-08-01,16371,8051,2020-09-12
2004-09-01,15899,8026,2020-09-12
2004-10-01,16732,8641,2020-09-12
2004-11-01,17317,9155,2020-09-12
2004-12-01,18724,10857,2020-09-12
2005-01-01,13675,6934,2020-09-12
2005-02-01,15867,8346,2020-09-12
2005-03-01,19549,10020,2020-09-12
2005-04-01,19515,9531,2020-09-12
2005-05-01,20047,9451,2020-09-12
2005-06-01,19131,9898,2020-09-12
2005-07-01,21191,10722,2020-09-12
2005-08-01,21378,10644,2020-09-12
2005-09-01,21402,10719,2020-09-12
2005-10-01,21831,11456,2020-09-12
2005-11-01,21792,12294,2020-09-12
2005-12-01,24647,13825,2020-09-12
2006-01-01,20524,8311,2020-09-12
2006-02-01,21449,10080,2020-09-12
2006-03-01,24439,12353,2020-09-12
2006-04-01,23652,11359,2020-09-12
2006-05-01,26770,12921,2020-09-12
2006-06-01,25137,14477,2020-09-12
2006-07-01,25482,13479,2020-09-12
2006-08-01,27853,14240,2020-09-12
2006-09-01,25392,14342,2020-09-12
2006-10-01,24049,15821,2020-09-12
2006-11-01,24382,16180,2020-09-12
2006-12-01,28354,19625,2020-09-12
2007-01-01,21287,11655,2020-09-12
2007-02-01,22945,14073,2020-09-12
2007-03-01,25945,16884,2020-09-12
2007-04-01,26994,16694,2020-09-12
2007-05-01,28681,17453,2020-09-12
2007-06-01,26194,18541,2020-09-12
2007-07-01,29083,19332,2020-09-12
2007-08-01,30318,19995,2020-09-12
2007-09-01,27680,18693,2020-09-12
2007-10-01,34437,22225,2020-09-12
2007-11-01,35197,22610,2020-09-12
2007-12-01,37769,24928,2020-09-12
2008-01-01,33870,15558,2020-09-12
2008-02-01,35095,20977,2020-09-12
2008-03-01,39407,23238,2020-09-12
2008-04-01,40525,25211,2020-09-12
2008-05-01,42478,24286,2020-09-12
2008-06-01,43024,25311,2020-09-12
2008-07-01,46546,28686,2020-09-12
2008-08-01,44952,27130,2020-09-12
2008-09-01,42974,27230,2020-09-12
2008-10-01,38383,26711,2020-09-12
2008-11-01,29353,21076,2020-09-12
2008-12-01,29692,23258,2020-09-12
2009-01-01,18868,10280,2020-09-12
2009-02-01,17419,13210,2020-09-12
2009-03-01,21467,14230,2020-09-12
2009-04-01,18836,14146,2020-09-12
2009-05-01,21159,13115,2020-09-12
2009-06-01,23573,14669,2020-09-12
2009-07-01,26166,15213,2020-09-12
2009-08-01,26805,14818,2020-09-12
2009-09-01,28613,16811,2020-09-12
2009-10-01,30162,18409,2020-09-12
2009-11-01,30400,18442,2020-09-12
2009-12-01,33687,20580,2020-09-12
2010-01-01,26977,11142,2020-09-12
2010-02-01,30094,15239,2020-09-12
2010-03-01,32992,18436,2020-09-12
2010-04-01,32693,18904,2020-09-12
2010-05-01,31106,19053,2020-09-12
2010-06-01,31554,19327,2020-09-12
2010-07-01,30726,20811,2020-09-12
2010-08-01,31260,23605,2020-09-12
2010-09-01,33670,23209,2020-09-12
2010-10-01,34589,24453,2020-09-12
2010-11-01,34506,24544,2020-09-12
2010-12-01,42507,26956,2020-09-12
2011-01-01,29590,16228,2020-09-12
2011-02-01,39623,21670,2020-09-12
2011-03-01,42461,26794,2020-09-12
2011-04-01,45803,26919,2020-09-12
2011-05-01,44039,27930,2020-09-12
2011-06-01,43656,27478,2020-09-12
2011-07-01,41435,26855,2020-09-12
2011-08-01,43842,29428,2020-09-12
2011-09-01,43037,26841,2020-09-12
2011-10-01,45247,28702,2020-09-12
2011-11-01,46427,29755,2020-09-12
2011-12-01,50248,29955,2020-09-12
2012-01-01,39497,19141,2020-09-12
2012-02-01,44877,24696,2020-09-12
2012-03-01,46658,28405,2020-09-12
2012-04-01,44903,26771,2020-09-12
2012-05-01,45473,28156,2020-09-12
2012-06-01,40810,26979,2020-09-12
2012-07-01,41155,29700,2020-09-12
2012-08-01,41119,29959,2020-09-12
2012-09-01,42930,27364,2020-09-12
2012-10-01,46540,32157,2020-09-12
2012-11-01,45268,30587,2020-09-12
2012-12-01,48203,31855,2020-09-12
2013-01-01,38714,21712,2020-09-12
2013-02-01,41763,26484,2020-09-12
2013-03-01,44356,28370,2020-09-12
2013-04-01,44333,29849,2020-09-12
2013-05-01,40879,26383,2020-09-12
2013-06-01,41707,28243,2020-09-12
2013-07-01,43585,30263,2020-09-12
2013-08-01,42399,28351,2020-09-12
2013-09-01,44675,28692,2020-09-12
2013-10-01,43390,30648,2020-09-12
2013-11-01,46669,29793,2020-09-12
2013-12-01,49366,32481,2020-09-12
2014-01-01,39529,20977,2020-09-12
2014-02-01,36339,24089,2020-09-12
2014-03-01,46944,27372,2020-09-12
2014-04-01,47522,27753,2020-09-12
2014-05-01,43945,26159,2020-09-12
2014-06-01,40600,26745,2020-09-12
2014-07-01,46185,29153,2020-09-12
2014-08-01,41413,25278,2020-09-12
2014-09-01,38054,26037,2020-09-12
2014-10-01,41502,26785,2020-09-12
2014-11-01,36681,23072,2020-09-12
2014-12-01,38093,24457,2020-09-12
2015-01-01,27901,12156,2020-09-12
2015-02-01,29401,15418,2020-09-12
2015-03-01,32905,17082,2020-09-12
2015-04-01,30715,16170,2020-09-12
2015-05-01,30654,15290,2020-09-12
2015-06-01,30088,16221,2020-09-12
2015-07-01,27322,16763,2020-09-12
2015-08-01,25034,16232,2020-09-12
2015-09-01,26343,16831,2020-09-12
2015-10-01,26964,16917,2020-09-12
2015-11-01,25384,16434,2020-09-12
2015-12-01,28708,17505,2020-09-12
2016-01-01,17149,9844,2020-09-12
2016-02-01,20135,12861,2020-09-12
2016-03-01,23185,15352,2020-09-12
2016-04-01,21750,15113,2020-09-12
2016-05-01,22042,14437,2020-09-12
2016-06-01,24038,15982,2020-09-12
2016-07-01,22445,16144,2020-09-12
2016-08-01,23105,18449,2020-09-12
2016-09-01,25369,17959,2020-09-12
2016-10-01,24751,18180,2020-09-12
2016-11-01,26532,17615,2020-09-12
2016-12-01,31209,19557,2020-09-12
2017-01-01,25424,13618,2020-09-12
2017-02-01,25820,15476,2020-09-12
2017-03-01,31329,19003,2020-09-12
2017-04-01,26049,18264,2020-09-12
2017-05-01,28230,19636,2020-09-12
2017-06-01,29515,20820,2020-09-12
2017-07-01,24634,20842,2020-09-12
2017-08-01,29056,22447,2020-09-12
2017-09-01,30751,20558,2020-09-12
2017-10-01,31523,21526,2020-09-12
2017-11-01,33421,22012,2020-09-12
2017-12-01,37191,24182,2020-09-12
2018-01-01,33620,16726,2020-09-12
2018-02-01,31305,19130,2020-09-12
2018-03-01,36638,21659,2020-09-12
2018-04-01,36013,20991,2020-09-12
2018-05-01,36542,21354,2020-09-12
2018-06-01,36328,21061,2020-09-12
2018-07-01,34367,21244,2020-09-12
2018-08-01,37524,21671,2020-09-12
2018-09-01,38678,19809,2020-09-12
2018-10-01,41349,21500,2020-09-12
2018-11-01,40277,21282,2020-09-12
2018-12-01,41273,22429,2020-09-12
2019-01-01,30843,16437,2020-09-12
2019-02-01,34741,18256,2020-09-12
2019-03-01,37025,20966,2020-09-12
2019-04-01,36663,22061,2020-09-12
2019-05-01,32382,19918,2020-09-12
2019-06-01,32369,20013,2020-09-12
2019-07-01,33428,22377,2020-09-12
2019-08-01,34350,21996,2020-09-12
2019-09-01,35518,21015,2020-09-12
2019-10-01,37069,23908,2020-09-12
2019-11-01,35843,23262,2020-09-12
2019-12-01,39619,24389,2020-09-12
2020-01-01,30321,17106,2020-09-12
2020-02-01,28169,18650,2020-09-12
2020-03-01,29628,20435,2020-09-12
2020-04-01,24007,17574,2020-09-12
2020-05-01,20898,17225,2020-09-12
2020-06-01,24182,18892,2020-09-12
2020-07-01,23678,19425,2020-09-12
