date,m2sa,access_date
1995-07-01,152.421696853287,2019-04-04
1995-08-01,162.907830605395,2019-04-04
1995-09-01,173.99276576595,2019-04-04
1995-10-01,183.804693830632,2019-04-04
1995-11-01,190.123489502256,2019-04-04
1995-12-01,200.390183040625,2019-04-04
1996-01-01,211.462032277167,2019-04-04
1996-02-01,220.14650500982,2019-04-04
1996-03-01,229.79643096041,2019-04-04
1996-04-01,242.985494683221,2019-04-04
1996-05-01,247.792247221058,2019-04-04
1996-06-01,252.145988095709,2019-04-04
1996-07-01,259.824159683401,2019-04-04
1996-08-01,268.467751446318,2019-04-04
1996-09-01,275.693893658993,2019-04-04
1996-10-01,282.345665790452,2019-04-04
1996-11-01,287.435646213786,2019-04-04
1996-12-01,289.65690692312,2019-04-04
1997-01-01,276.042470176301,2019-04-04
1997-02-01,294.519714596406,2019-04-04
1997-03-01,300.570193058032,2019-04-04
1997-04-01,307.705515082047,2019-04-04
1997-05-01,314.495243327441,2019-04-04
1997-06-01,325.777214989529,2019-04-04
1997-07-01,342.762037059077,2019-04-04
1997-08-01,358.498459678837,2019-04-04
1997-09-01,365.188902472084,2019-04-04
1997-10-01,370.646134979957,2019-04-04
1997-11-01,379.236530155105,2019-04-04
1997-12-01,365.550437365994,2019-04-04
1998-01-01,357.944036672093,2019-04-04
1998-02-01,370.930812476807,2019-04-04
1998-03-01,369.071590705337,2019-04-04
1998-04-01,367.570895068039,2019-04-04
1998-05-01,370.170591121329,2019-04-04
1998-06-01,372.828139953592,2019-04-04
1998-07-01,364.99658225382,2019-04-04
1998-08-01,360.858264430296,2019-04-04
1998-09-01,350.885525262065,2019-04-04
1998-10-01,380.902567333688,2019-04-04
1998-11-01,396.538639967874,2019-04-04
1998-12-01,415.374180877816,2019-04-04
1999-01-01,433.394898714307,2019-04-04
1999-02-01,458.641364782779,2019-04-04
1999-03-01,475.739521381359,2019-04-04
1999-04-01,487.107462503767,2019-04-04
1999-05-01,517.396045238689,2019-04-04
1999-06-01,549.629350893762,2019-04-04
1999-07-01,567.489297874941,2019-04-04
1999-08-01,588.331193186993,2019-04-04
1999-09-01,606.020763281296,2019-04-04
1999-10-01,620.471582601949,2019-04-04
1999-11-01,652.991821078516,2019-04-04
1999-12-01,674.344180983359,2019-04-04
2000-01-01,681.339747260218,2019-04-04
2000-02-01,723.256017582776,2019-04-04
2000-03-01,751.95707468313,2019-04-04
2000-04-01,777.773130180621,2019-04-04
2000-05-01,803.465250387238,2019-04-04
2000-06-01,844.126936459328,2019-04-04
2000-07-01,884.872115950904,2019-04-04
2000-08-01,938.611456179166,2019-04-04
2000-09-01,976.939444026738,2019-04-04
2000-10-01,1018.9828522421,2019-04-04
2000-11-01,1035.54969709955,2019-04-04
2000-12-01,1070.30797540566,2019-04-04
2001-01-01,1094.98088430393,2019-04-04
2001-02-01,1112.45670596592,2019-04-04
2001-03-01,1136.78684276708,2019-04-04
2001-04-01,1174.54702918753,2019-04-04
2001-05-01,1224.56928093443,2019-04-04
2001-06-01,1235.12451036998,2019-04-04
2001-07-01,1271.31103461774,2019-04-04
2001-08-01,1321.85312845881,2019-04-04
2001-09-01,1373.09263887588,2019-04-04
2001-10-01,1430.98824963535,2019-04-04
2001-11-01,1476.61181742693,2019-04-04
2001-12-01,1469.68356550474,2019-04-04
2002-01-01,1529.59008057,2019-04-04
2002-02-01,1543.11264360937,2019-04-04
2002-03-01,1560.20731673765,2019-04-04
2002-04-01,1592.23498748299,2019-04-04
