date,m2sa,access_date
1995-07-01,152.423722728392,2021-03-29
1995-08-01,162.899272097991,2021-03-29
1995-09-01,173.979989868594,2021-03-29
1995-10-01,183.783714465585,2021-03-29
1995-11-01,190.074461197416,2021-03-29
1995-12-01,200.37032271107,2021-03-29
1996-01-01,211.465144097886,2021-03-29
1996-02-01,220.173770203878,2021-03-29
1996-03-01,229.827789191825,2021-03-29
1996-04-01,243.011095960505,2021-03-29
1996-05-01,247.818175501751,2021-03-29
1996-06-01,252.162849486096,2021-03-29
1996-07-01,259.827321934233,2021-03-29
1996-08-01,268.454028307528,2021-03-29
1996-09-01,275.673019848171,2021-03-29
1996-10-01,282.313645952171,2021-03-29
1996-11-01,287.366946024113,2021-03-29
1996-12-01,289.629686721808,2021-03-29
1997-01-01,276.045205480796,2021-03-29
1997-02-01,294.554077973609,2021-03-29
1997-03-01,300.609714977121,2021-03-29
1997-04-01,307.736247929625,2021-03-29
1997-05-01,314.526711672236,2021-03-29
1997-06-01,325.796972061297,2021-03-29
1997-07-01,342.766722765336,2021-03-29
1997-08-01,358.481361069435,2021-03-29
1997-09-01,365.161081902104,2021-03-29
1997-10-01,370.605031519107,2021-03-29
1997-11-01,379.161131187165,2021-03-29
1997-12-01,365.517878316506,2021-03-29
1998-01-01,357.944949610365,2021-03-29
1998-02-01,370.969195921225,2021-03-29
1998-03-01,369.116910736658,2021-03-29
1998-04-01,367.602364142606,2021-03-29
1998-05-01,370.205479154776,2021-03-29
1998-06-01,372.846128397534,2021-03-29
1998-07-01,365.001077203746,2021-03-29
1998-08-01,360.842654992401,2021-03-29
1998-09-01,350.861759798285,2021-03-29
1998-10-01,380.86513616839,2021-03-29
1998-11-01,396.476245607811,2021-03-29
1998-12-01,415.342678641649,2021-03-29
1999-01-01,433.39253574682,2021-03-29
1999-02-01,458.681366668628,2021-03-29
1999-03-01,475.790311879724,2021-03-29
1999-04-01,487.140339637866,2021-03-29
1999-05-01,517.438718663726,2021-03-29
1999-06-01,549.647442714749,2021-03-29
1999-07-01,567.493824379184,2021-03-29
1999-08-01,588.31020287433,2021-03-29
1999-09-01,605.98506685364,2021-03-29
1999-10-01,620.421413726237,2021-03-29
1999-11-01,652.92214188716,2021-03-29
1999-12-01,674.307108156806,2021-03-29
2000-01-01,681.332420759905,2021-03-29
2000-02-01,723.299995325082,2021-03-29
2000-03-01,752.021958267849,2021-03-29
2000-04-01,777.808136620733,2021-03-29
2000-05-01,803.521122045147,2021-03-29
2000-06-01,844.142461905317,2021-03-29
2000-07-01,884.872719507635,2021-03-29
2000-08-01,938.58531211307,2021-03-29
2000-09-01,976.895380826175,2021-03-29
2000-10-01,1018.92427980499,2021-03-29
2000-11-01,1035.47785114114,2021-03-29
2000-12-01,1070.27738390493,2021-03-29
2001-01-01,1094.9648290293,2021-03-29
2001-02-01,1112.49642278846,2021-03-29
2001-03-01,1136.85739181624,2021-03-29
2001-04-01,1174.58019196822,2021-03-29
2001-05-01,1224.63254385153,2021-03-29
2001-06-01,1235.13563703773,2021-03-29
2001-07-01,1271.30524689123,2021-03-29
2001-08-01,1321.82654334062,2021-03-29
2001-09-01,1373.04646273442,2021-03-29
2001-10-01,1430.93294003385,2021-03-29
2001-11-01,1476.55818771307,2021-03-29
2001-12-01,1469.6696498827,2021-03-29
2002-01-01,1529.5678533478,2021-03-29
2002-02-01,1543.13143978933,2021-03-29
2002-03-01,1560.27087877699,2021-03-29
2002-04-01,1592.25802860577,2021-03-29
2002-05-01,1636.99170364127,2021-03-29
2002-06-01,1692.85800150564,2021-03-29
2002-07-01,1721.7066019769,2021-03-29
2002-08-01,1771.59845822113,2021-03-29
2002-09-01,1822.48414702678,2021-03-29
2002-10-01,1865.64066709317,2021-03-29
2002-11-01,1937.66960962625,2021-03-29
2002-12-01,1976.76789914391,2021-03-29
2003-01-01,2023.23431351288,2021-03-29
