date,m2sa,access_date
1995-07-01,152.423348510211,2021-01-09
1995-08-01,162.899668632587,2021-01-09
1995-09-01,173.981365842237,2021-01-09
1995-10-01,183.785270915854,2021-01-09
1995-11-01,190.076996628383,2021-01-09
1995-12-01,200.37258219559,2021-01-09
1996-01-01,211.465003175555,2021-01-09
1996-02-01,220.173033705962,2021-01-09
1996-03-01,229.826068676427,2021-01-09
1996-04-01,243.009115824195,2021-01-09
1996-05-01,247.815951075264,2021-01-09
1996-06-01,252.161253593055,2021-01-09
1996-07-01,259.826700169316,2021-01-09
1996-08-01,268.454654199513,2021-01-09
1996-09-01,275.675323314747,2021-01-09
1996-10-01,282.315986172126,2021-01-09
1996-11-01,287.370586006286,2021-01-09
1996-12-01,289.632783369376,2021-01-09
1997-01-01,276.045023944679,2021-01-09
1997-02-01,294.553162141983,2021-01-09
1997-03-01,300.607551632946,2021-01-09
1997-04-01,307.733850425417,2021-01-09
1997-05-01,314.523980622962,2021-01-09
1997-06-01,325.795033498155,2021-01-09
1997-07-01,342.765926327097,2021-01-09
1997-08-01,358.482149642076,2021-01-09
1997-09-01,365.164253441575,2021-01-09
1997-10-01,370.607943508079,2021-01-09
1997-11-01,379.165392786538,2021-01-09
1997-12-01,365.521476233765,2021-01-09
1998-01-01,357.944681618902,2021-01-09
1998-02-01,370.968188715648,2021-01-09
1998-03-01,369.114456806333,2021-01-09
1998-04-01,367.599823567467,2021-01-09
1998-05-01,370.202405567302,2021-01-09
1998-06-01,372.844245135313,2021-01-09
1998-07-01,365.000393929523,2021-01-09
1998-08-01,360.843483752185,2021-01-09
1998-09-01,350.864600170799,2021-01-09
1998-10-01,380.867822602842,2021-01-09
1998-11-01,396.480015102882,2021-01-09
1998-12-01,415.346295795352,2021-01-09
1999-01-01,433.392125560688,2021-01-09
1999-02-01,458.680363332339,2021-01-09
1999-03-01,475.787585011011,2021-01-09
1999-04-01,487.137524644373,2021-01-09
1999-05-01,517.434843403217,2021-01-09
1999-06-01,549.645329584235,2021-01-09
1999-07-01,567.493111497404,2021-01-09
1999-08-01,588.311504972683,2021-01-09
1999-09-01,605.989690607169,2021-01-09
1999-10-01,620.425125746546,2021-01-09
1999-11-01,652.926845240641,2021-01-09
1999-12-01,674.311557871447,2021-01-09
2000-01-01,681.332035954151,2021-01-09
2000-02-01,723.298876513734,2021-01-09
2000-03-01,752.018494431496,2021-01-09
2000-04-01,777.804803183086,2021-01-09
2000-05-01,803.515903243751,2021-01-09
