date,import,export,access_date
2014-06-01,165,147,2021-01-09
2014-07-01,203,176,2021-01-09
2014-08-01,172,140,2021-01-09
2014-09-01,153,142,2021-01-09
2014-10-01,174,149,2021-01-09
2014-11-01,147,122,2021-01-09
2014-12-01,154,134,2021-01-09
2015-01-01,85,12,2021-01-09
2015-02-01,96,36,2021-01-09
2015-03-01,123,56,2021-01-09
2015-04-01,108,42,2021-01-09
2015-05-01,107,34,2021-01-09
2015-06-01,101,44,2021-01-09
2015-07-01,82,51,2021-01-09
2015-08-01,63,46,2021-01-09
2015-09-01,75,53,2021-01-09
2015-10-01,79,55,2021-01-09
2015-11-01,66,47,2021-01-09
2015-12-01,92,60,2021-01-09
2016-01-01,22,284,2021-01-09
2016-02-01,32,15,2021-01-09
2016-03-01,50,35,2021-01-09
2016-04-01,42,31,2021-01-09
2016-05-01,45,27,2021-01-09
2016-06-01,53,40,2021-01-09
2016-07-01,46,41,2021-01-09
2016-08-01,48,70,2021-01-09
2016-09-01,65,63,2021-01-09
2016-10-01,61,64,2021-01-09
2016-11-01,76,62,2021-01-09
2016-12-01,114,82,2021-01-09
2017-01-01,68,20,2021-01-09
2017-02-01,70,37,2021-01-09
2017-03-01,117,75,2021-01-09
2017-04-01,72,66,2021-01-09
2017-05-01,86,84,2021-01-09
2017-06-01,97,96,2021-01-09
2017-07-01,59,97,2021-01-09
2017-08-01,93,120,2021-01-09
2017-09-01,110,93,2021-01-09
2017-10-01,118,108,2021-01-09
2017-11-01,125,115,2021-01-09
2017-12-01,150,130,2021-01-09
2018-01-01,127,50,2021-01-09
2018-02-01,116,78,2021-01-09
2018-03-01,145,109,2021-01-09
2018-04-01,141,100,2021-01-09
2018-05-01,144,106,2021-01-09
2018-06-01,142,102,2021-01-09
2018-07-01,132,104,2021-01-09
2018-08-01,151,111,2021-01-09
2018-09-01,156,86,2021-01-09
2018-10-01,171,107,2021-01-09
2018-11-01,163,105,2021-01-09
2018-12-01,170,119,2021-01-09
2019-01-01,112,48,2021-01-09
2019-02-01,136,65,2021-01-09
2019-03-01,148,98,2021-01-09
2019-04-01,146,116,2021-01-09
2019-05-01,121,87,2021-01-09
2019-06-01,120,90,2021-01-09
2019-07-01,126,118,2021-01-09
2019-08-01,131,114,2021-01-09
2019-09-01,139,101,2021-01-09
2019-10-01,149,128,2021-01-09
2019-11-01,140,126,2021-01-09
2019-12-01,161,132,2021-01-09
2020-01-01,106,57,2021-01-09
2020-02-01,91,71,2021-01-09
2020-03-01,100,91,2021-01-09
2020-04-01,62,61,2021-01-09
2020-05-01,34,58,2021-01-09
2020-06-01,57,77,2021-01-09
2020-07-01,58,85,2021-01-09
2020-08-01,49,88,2021-01-09
2020-09-01,111,92,2021-01-09
2020-10-01,87,113,2021-01-09
