date,cpi,access_date
2055-10-01,106.5,2021-05-01
2055-11-01,94.3,2021-05-01
2055-12-01,97.9,2021-05-01
2056-01-01,102.1,2021-05-01
2056-02-01,100.5,2021-05-01
2056-03-01,92.6,2021-05-01
2056-04-01,112.8,2021-05-01
2056-05-01,103.3,2021-05-01
2056-06-01,103.8,2021-05-01
2056-07-01,94.5,2021-05-01
2056-08-01,81.4,2021-05-01
2056-09-01,96.9,2021-05-01
2056-10-01,109.8,2021-05-01
2056-11-01,107.6,2021-05-01
2056-12-01,110.6,2021-05-01
2057-01-01,106.6,2021-05-01
2057-02-01,99.6,2021-05-01
2057-03-01,80.1,2021-05-01
2057-04-01,153.6,2021-05-01
2057-05-01,96.9,2021-05-01
2057-06-01,98.1,2021-05-01
2057-07-01,118.3,2021-05-01
2057-08-01,88.8,2021-05-01
2057-09-01,94,2021-05-01
2057-10-01,106.9,2021-05-01
2057-11-01,105.8,2021-05-01
2057-12-01,104.1,2021-05-01
2058-01-01,101.2,2021-05-01
2058-02-01,100,2021-05-01
2058-03-01,101.5,2021-05-01
2058-04-01,136.7,2021-05-01
2058-05-01,88.9,2021-05-01
2058-06-01,104.1,2021-05-01
2058-07-01,89.9,2021-05-01
2058-08-01,96.9,2021-05-01
2058-09-01,115.4,2021-05-01
2058-10-01,98,2021-05-01
2058-11-01,102.5,2021-05-01
2058-12-01,103.4,2021-05-01
2059-01-01,103.4,2021-05-01
2059-02-01,101.3,2021-05-01
2059-03-01,98.1,2021-05-01
2059-04-01,130,2021-05-01
2059-05-01,92.9,2021-05-01
2059-06-01,105.6,2021-05-01
2059-07-01,92.3,2021-05-01
2059-08-01,95.9,2021-05-01
2059-09-01,91.8,2021-05-01
2059-10-01,100.7,2021-05-01
2059-11-01,108.6,2021-05-01
2059-12-01,112.4,2021-05-01
2060-01-01,101.3,2021-05-01
2060-02-01,97.7,2021-05-01
2060-03-01,102.2,2021-05-01
2060-04-01,125.4,2021-05-01
2060-05-01,97,2021-05-01
2060-06-01,99.6,2021-05-01
2060-07-01,90,2021-05-01
2060-08-01,91.8,2021-05-01
2060-09-01,103.7,2021-05-01
2060-10-01,102,2021-05-01
2060-11-01,109.7,2021-05-01
2060-12-01,106.6,2021-05-01
2061-01-01,118.8,2021-05-01
2061-02-01,97.9,2021-05-01
2061-03-01,100.5,2021-05-01
2061-04-01,134.9,2021-05-01
2061-05-01,94.1,2021-05-01
2061-06-01,103.4,2021-05-01
2061-07-01,105.1,2021-05-01
2061-08-01,104.7,2021-05-01
2061-09-01,101.5,2021-05-01
2061-10-01,98.8,2021-05-01
2061-11-01,113.8,2021-05-01
2061-12-01,108.2,2021-05-01
2062-01-01,115.5,2021-05-01
2062-02-01,100.3,2021-05-01
2062-03-01,110.9,2021-05-01
2062-04-01,145.3,2021-05-01
2062-05-01,91.7,2021-05-01
2062-06-01,110.1,2021-05-01
2062-07-01,117.8,2021-05-01
2062-08-01,106.7,2021-05-01
2062-09-01,119.2,2021-05-01
2062-10-01,96.9,2021-05-01
2062-11-01,127.4,2021-05-01
2062-12-01,112,2021-05-01
2063-01-01,109.3,2021-05-01
2063-02-01,102,2021-05-01
2063-03-01,97.6,2021-05-01
2063-04-01,182.9,2021-05-01
2063-05-01,98.4,2021-05-01
2063-06-01,102.1,2021-05-01
2063-07-01,96.5,2021-05-01
2063-08-01,120.3,2021-05-01
2063-09-01,109.6,2021-05-01
2063-10-01,93.3,2021-05-01
2063-11-01,111.4,2021-05-01
2063-12-01,103.7,2021-05-01
2064-01-01,110.2,2021-05-01
2064-02-01,100.2,2021-05-01
2064-03-01,101,2021-05-01
2064-04-01,103.6,2021-05-01
2064-05-01,111.2,2021-05-01
2064-06-01,109.3,2021-05-01
2064-07-01,108,2021-05-01
2064-08-01,121.2,2021-05-01
2064-09-01,108.5,2021-05-01
2064-10-01,103.2,2021-05-01
2064-11-01,113.2,2021-05-01
2064-12-01,104.2,2021-05-01
2065-01-01,109.7,2021-05-01
2065-02-01,102.9,2021-05-01
2065-03-01,104.6,2021-05-01
2065-04-01,113.9,2021-05-01
2065-05-01,112.6,2021-05-01
2065-06-01,117.6,2021-05-01
2065-07-01,114.9,2021-05-01
2065-08-01,113.6,2021-05-01
2065-09-01,118.3,2021-05-01
2065-10-01,109.6,2021-05-01
2065-11-01,111.3,2021-05-01
2065-12-01,114.1,2021-05-01
