date,m2sa,access_date
1995-07-01,152.422943351343,2021-05-01
1995-08-01,162.899121703815,2021-05-01
1995-09-01,173.98054341504,2021-05-01
1995-10-01,183.784909070988,2021-05-01
1995-11-01,190.077515265269,2021-05-01
1995-12-01,200.372926484269,2021-05-01
1996-01-01,211.464180608249,2021-05-01
1996-02-01,220.174166471063,2021-05-01
1996-03-01,229.826568892735,2021-05-01
1996-04-01,243.009259620601,2021-05-01
1996-05-01,247.815949971877,2021-05-01
1996-06-01,252.161007263437,2021-05-01
1996-07-01,259.826040298241,2021-05-01
1996-08-01,268.453783522121,2021-05-01
1996-09-01,275.673977031327,2021-05-01
1996-10-01,282.315462983964,2021-05-01
1996-11-01,287.371291630648,2021-05-01
1996-12-01,289.633278439157,2021-05-01
1997-01-01,276.043988473213,2021-05-01
1997-02-01,294.554584246178,2021-05-01
1997-03-01,300.608203191344,2021-05-01
1997-04-01,307.734063623635,2021-05-01
1997-05-01,314.524020348509,2021-05-01
1997-06-01,325.794747642721,2021-05-01
1997-07-01,342.765124814078,2021-05-01
1997-08-01,358.481040743675,2021-05-01
1997-09-01,365.162416068291,2021-05-01
1997-10-01,370.607319354436,2021-05-01
1997-11-01,379.166041378589,2021-05-01
1997-12-01,365.522118749953,2021-05-01
1998-01-01,357.943371190335,2021-05-01
1998-02-01,370.969823789732,2021-05-01
1998-03-01,369.115264854094,2021-05-01
1998-04-01,367.600162684845,2021-05-01
1998-05-01,370.202460569939,2021-05-01
1998-06-01,372.844022667598,2021-05-01
1998-07-01,364.999626156042,2021-05-01
1998-08-01,360.842397132449,2021-05-01
1998-09-01,350.862869837338,2021-05-01
1998-10-01,380.867126506646,2021-05-01
1998-11-01,396.480312798437,2021-05-01
1998-12-01,415.347160569555,2021-05-01
1999-01-01,433.390470269206,2021-05-01
1999-02-01,458.682159445292,2021-05-01
1999-03-01,475.788598264263,2021-05-01
1999-04-01,487.13807672089,2021-05-01
1999-05-01,517.434930243489,2021-05-01
1999-06-01,549.645206354266,2021-05-01
1999-07-01,567.492099497512,2021-05-01
1999-08-01,588.30981992443,2021-05-01
1999-09-01,605.986769628517,2021-05-01
1999-10-01,620.423926121043,2021-05-01
1999-11-01,652.926600000244,2021-05-01
1999-12-01,674.312917688074,2021-05-01
2000-01-01,681.329927847643,2021-05-01
2000-02-01,723.30083338105,2021-05-01
2000-03-01,752.01995932518,2021-05-01
2000-04-01,777.805919882957,2021-05-01
2000-05-01,803.516149276645,2021-05-01
2000-06-01,844.140368766945,2021-05-01
2000-07-01,884.871013881268,2021-05-01
2000-08-01,938.584873410544,2021-05-01
2000-09-01,976.897218139955,2021-05-01
2000-10-01,1018.92691736666,2021-05-01
2000-11-01,1035.48203405718,2021-05-01
2000-12-01,1070.28410958624,2021-05-01
