date,m2sa,access_date
1995-07-01,152.42182494384,2020-05-02
1995-08-01,162.900157536251,2020-05-02
1995-09-01,173.982943724654,2020-05-02
1995-10-01,183.789067338376,2020-05-02
1995-11-01,190.087203288706,2020-05-02
1995-12-01,200.378599823816,2020-05-02
1996-01-01,211.462438407465,2020-05-02
1996-02-01,220.171965940217,2020-05-02
1996-03-01,229.821512399906,2020-05-02
1996-04-01,243.003711413764,2020-05-02
1996-05-01,247.809774684914,2020-05-02
1996-06-01,252.156510163551,2020-05-02
1996-07-01,259.82421415161,2020-05-02
1996-08-01,268.455453374118,2020-05-02
1996-09-01,275.677953510561,2020-05-02
1996-10-01,282.321823887549,2020-05-02
1996-11-01,287.38498203998,2020-05-02
1996-12-01,289.641109566091,2020-05-02
1997-01-01,276.041926831346,2020-05-02
1997-02-01,294.551814227011,2020-05-02
1997-03-01,300.601857193994,2020-05-02
1997-04-01,307.727407730097,2020-05-02
1997-05-01,314.516518332487,2020-05-02
1997-06-01,325.789361122879,2020-05-02
1997-07-01,342.76273195554,2020-05-02
1997-08-01,358.483149670414,2020-05-02
1997-09-01,365.167814463042,2020-05-02
1997-10-01,370.615502891866,2020-05-02
1997-11-01,379.181323669802,2020-05-02
1997-12-01,365.531472297378,2020-05-02
1998-01-01,357.941009126798,2020-05-02
1998-02-01,370.966810621332,2020-05-02
1998-03-01,369.10808524075,2020-05-02
1998-04-01,367.593315376943,2020-05-02
1998-05-01,370.194062696364,2020-05-02
1998-06-01,372.838936198127,2020-05-02
1998-07-01,364.997421447697,2020-05-02
1998-08-01,360.844440684754,2020-05-02
1998-09-01,350.867564846538,2020-05-02
1998-10-01,380.874599034531,2020-05-02
1998-11-01,396.493075385879,2020-05-02
1998-12-01,415.356813683267,2020-05-02
1999-01-01,433.387813994508,2020-05-02
1999-02-01,458.679219537239,2020-05-02
1999-03-01,475.780686914345,2020-05-02
1999-04-01,487.130818265651,2020-05-02
1999-05-01,517.424426108218,2020-05-02
1999-06-01,549.639782000357,2020-05-02
1999-07-01,567.489607610363,2020-05-02
1999-08-01,588.312730055754,2020-05-02
1999-09-01,605.994107329128,2020-05-02
1999-10-01,620.434057766975,2020-05-02
1999-11-01,652.941038196435,2020-05-02
1999-12-01,674.325225003682,2020-05-02
2000-01-01,681.327301530748,2020-05-02
2000-02-01,723.29753016465,2020-05-02
2000-03-01,752.009999768356,2020-05-02
2000-04-01,777.79807435997,2020-05-02
2000-05-01,803.502200792547,2020-05-02
2000-06-01,844.13517424919,2020-05-02
2000-07-01,884.869174049665,2020-05-02
2000-08-01,938.588940292676,2020-05-02
2000-09-01,976.906567006253,2020-05-02
2000-10-01,1018.93902996328,2020-05-02
2000-11-01,1035.49693672427,2020-05-02
2000-12-01,1070.29738421287,2020-05-02
2001-01-01,1094.96013084677,2020-05-02
2001-02-01,1112.49401321748,2020-05-02
2001-03-01,1136.84487199215,2020-05-02
2001-04-01,1174.57084024556,2020-05-02
2001-05-01,1224.61080319443,2020-05-02
2001-06-01,1235.12973143411,2020-05-02
2001-07-01,1271.30343258072,2020-05-02
2001-08-01,1321.83094760327,2020-05-02
2001-09-01,1373.05835661189,2020-05-02
2001-10-01,1430.94666822702,2020-05-02
2001-11-01,1476.57222960234,2020-05-02
2001-12-01,1469.6855271701,2020-05-02
2002-01-01,1529.56718356702,2020-05-02
2002-02-01,1543.12953775646,2020-05-02
2002-03-01,1560.2601310723,2020-05-02
2002-04-01,1592.25199410268,2020-05-02
2002-05-01,1636.97074187272,2020-05-02
2002-06-01,1692.85445255769,2020-05-02
2002-07-01,1721.70673781601,2020-05-02
2002-08-01,1771.60404882521,2020-05-02
2002-09-01,1822.49357373688,2020-05-02
2002-10-01,1865.65035815617,2020-05-02
2002-11-01,1937.67864697789,2020-05-02
2002-12-01,1976.78213625582,2020-05-02
2003-01-01,2023.23507289038,2020-05-02
2003-02-01,2073.85197614237,2020-05-02
2003-03-01,2152.11465922844,2020-05-02
2003-04-01,2238.84381450183,2020-05-02
2003-05-01,2333.71628668731,2020-05-02
2003-06-01,2438.91209556138,2020-05-02
2003-07-01,2553.29755425541,2020-05-02
2003-08-01,2616.26154959134,2020-05-02
2003-09-01,2695.64190716636,2020-05-02
2003-10-01,2752.49776926747,2020-05-02
2003-11-01,2814.0840486236,2020-05-02
2003-12-01,2891.62870212803,2020-05-02
2004-01-01,3042.27896620522,2020-05-02
2004-02-01,3259.27063112677,2020-05-02
2004-03-01,3380.38314387913,2020-05-02
2004-04-01,3431.9803718946,2020-05-02
2004-05-01,3483.79167235259,2020-05-02
2004-06-01,3502.46406342133,2020-05-02
2004-07-01,3576.40014376168,2020-05-02
2004-08-01,3604.90623437433,2020-05-02
2004-09-01,3654.71453890691,2020-05-02
2004-10-01,3726.7782611296,2020-05-02
2004-11-01,3880.99072850232,2020-05-02
2004-12-01,4018.49155482619,2020-05-02
2005-01-01,4132.99822934645,2020-05-02
2005-02-01,4237.81064716094,2020-05-02
2005-03-01,4366.2766295676,2020-05-02
2005-04-01,4479.35416231216,2020-05-02
2005-05-01,4589.77387510278,2020-05-02
2005-06-01,4659.60890519798,2020-05-02
2005-07-01,4791.91902911232,2020-05-02
2005-08-01,4955.21274123479,2020-05-02
2005-09-01,5131.81337156015,2020-05-02
2005-10-01,5285.43179027179,2020-05-02
2005-11-01,5439.32474522161,2020-05-02
2005-12-01,5552.24819239872,2020-05-02
2006-01-01,5726.03934803967,2020-05-02
2006-02-01,5884.03479563025,2020-05-02
