date,m2sa,access_date
1995-07-01,152.420951353733,2020-07-15
1995-08-01,162.900360366032,2020-07-15
1995-09-01,173.983433527123,2020-07-15
1995-10-01,183.79103208892,2020-07-15
1995-11-01,190.093040242918,2020-07-15
1995-12-01,200.381845547813,2020-07-15
1996-01-01,211.460580961182,2020-07-15
1996-02-01,220.17212653022,2020-07-15
1996-03-01,229.819396724834,2020-07-15
1996-04-01,243.000791862533,2020-07-15
1996-05-01,247.806338858716,2020-07-15
1996-06-01,252.153817915667,2020-07-15
1996-07-01,259.822789700743,2020-07-15
1996-08-01,268.45580459712,2020-07-15
1996-09-01,275.678755221859,2020-07-15
1996-10-01,282.324885417091,2020-07-15
1996-11-01,287.393213425157,2020-07-15
1996-12-01,289.64563129159,2020-07-15
1997-01-01,276.039672643023,2020-07-15
1997-02-01,294.552006832723,2020-07-15
1997-03-01,300.599219439428,2020-07-15
1997-04-01,307.723931951777,2020-07-15
1997-05-01,314.512375146029,2020-07-15
1997-06-01,325.786131825494,2020-07-15
1997-07-01,342.760890447015,2020-07-15
1997-08-01,358.483617633478,2020-07-15
1997-09-01,365.168884462433,2020-07-15
1997-10-01,370.619567809688,2020-07-15
1997-11-01,379.190391418092,2020-07-15
1997-12-01,365.536986654322,2020-07-15
1998-01-01,357.938322040548,2020-07-15
1998-02-01,370.967114184606,2020-07-15
1998-03-01,369.105154786477,2020-07-15
1998-04-01,367.589812692382,2020-07-15
1998-05-01,370.189416858725,2020-07-15
1998-06-01,372.835892779096,2020-07-15
1998-07-01,364.995679459734,2020-07-15
1998-08-01,360.844896616734,2020-07-15
1998-09-01,350.868432568108,2020-07-15
1998-10-01,380.878283099596,2020-07-15
1998-11-01,396.500443892192,2020-07-15
1998-12-01,415.362816679725,2020-07-15
1999-01-01,433.384636917153,2020-07-15
1999-02-01,458.679737515264,2020-07-15
1999-03-01,475.777548694798,2020-07-15
1999-04-01,487.127208298169,2020-07-15
1999-05-01,517.41857154151,2020-07-15
1999-06-01,549.636566119109,2020-07-15
1999-07-01,567.487524705156,2020-07-15
1999-08-01,588.313343724213,2020-07-15
1999-09-01,605.995359997396,2020-07-15
1999-10-01,620.439023452896,2020-07-15
1999-11-01,652.948923994798,2020-07-15
1999-12-01,674.333381658424,2020-07-15
2000-01-01,681.323720870916,2020-07-15
2000-02-01,723.298008957871,2020-07-15
2000-03-01,752.00615091177,2020-07-15
2000-04-01,777.794467365672,2020-07-15
2000-05-01,803.494446539042,2020-07-15
2000-06-01,844.132178433435,2020-07-15
2000-07-01,884.867197020762,2020-07-15
2000-08-01,938.589592823548,2020-07-15
2000-09-01,976.908093154436,2020-07-15
2000-10-01,1018.94439381213,2020-07-15
2000-11-01,1035.50439827484,2020-07-15
2000-12-01,1070.30731306143,2020-07-15
2001-01-01,1094.95625202944,2020-07-15
2001-02-01,1112.49420618736,2020-07-15
2001-03-01,1136.84088394087,2020-07-15
2001-04-01,1174.56787508271,2020-07-15
2001-05-01,1224.60201254618,2020-07-15
2001-06-01,1235.12748434663,2020-07-15
2001-07-01,1271.30203566602,2020-07-15
2001-08-01,1321.83133289552,2020-07-15
2001-09-01,1373.06016104795,2020-07-15
2001-10-01,1430.95122484042,2020-07-15
2001-11-01,1476.5767701196,2020-07-15
2001-12-01,1469.69451661514,2020-07-15
2002-01-01,1529.56490289634,2020-07-15
2002-02-01,1543.12887346533,2020-07-15
2002-03-01,1560.25661745529,2020-07-15
2002-04-01,1592.25079838529,2020-07-15
2002-05-01,1636.96252411752,2020-07-15
2002-06-01,1692.85351623335,2020-07-15
2002-07-01,1721.70608919576,2020-07-15
2002-08-01,1771.60436966995,2020-07-15
2002-09-01,1822.494971446,2020-07-15
2002-10-01,1865.65296130774,2020-07-15
2002-11-01,1937.68043697946,2020-07-15
2002-12-01,1976.79123640208,2020-07-15
2003-01-01,2023.2322478576,2020-07-15
2003-02-01,2073.85087112499,2020-07-15
2003-03-01,2152.11162677381,2020-07-15
2003-04-01,2238.84328200586,2020-07-15
2003-05-01,2333.70979310144,2020-07-15
2003-06-01,2438.9122796228,2020-07-15
2003-07-01,2553.29768702977,2020-07-15
2003-08-01,2616.26215306475,2020-07-15
2003-09-01,2695.64290185753,2020-07-15
2003-10-01,2752.49982534653,2020-07-15
2003-11-01,2814.08408436583,2020-07-15
2003-12-01,2891.63667669903,2020-07-15
2004-01-01,3042.27627978094,2020-07-15
2004-02-01,3259.2680358857,2020-07-15
2004-03-01,3380.37907856707,2020-07-15
2004-04-01,3431.97936334288,2020-07-15
2004-05-01,3483.78696826062,2020-07-15
2004-06-01,3502.46689826596,2020-07-15
2004-07-01,3576.40005274656,2020-07-15
2004-08-01,3604.90740097088,2020-07-15
2004-09-01,3654.7160060387,2020-07-15
2004-10-01,3726.78065180783,2020-07-15
2004-11-01,3880.99043323921,2020-07-15
2004-12-01,4018.49826337495,2020-07-15
2005-01-01,4132.99375248326,2020-07-15
