date,import,export,access_date
12631,20,267,2020-06-29
12662,19,266,2020-06-29
12692,21,273,2020-06-29
12723,23,274,2020-06-29
12753,25,7,2020-06-29
12784,14,261,2020-06-29
12815,18,272,2020-06-29
12843,30,1,2020-06-29
12874,29,276,2020-06-29
12904,31,275,2020-06-29
12935,28,278,2020-06-29
12965,35,6,2020-06-29
12996,37,4,2020-06-29
13027,38,5,2020-06-29
13057,43,10,2020-06-29
13088,42,13,2020-06-29
13118,57,21,2020-06-29
13149,33,271,2020-06-29
13180,39,2,2020-06-29
13208,55,14,2020-06-29
13239,51,9,2020-06-29
13269,73,16,2020-06-29
13300,60,28,2020-06-29
13330,65,19,2020-06-29
13361,80,25,2020-06-29
13392,63,26,2020-06-29
13422,53,39,2020-06-29
13453,54,43,2020-06-29
13483,84,80,2020-06-29
13514,36,11,2020-06-29
13545,46,22,2020-06-29
13573,67,53,2020-06-29
13604,77,49,2020-06-29
13634,86,58,2020-06-29
13665,70,70,2020-06-29
13695,89,78,2020-06-29
13726,100,84,2020-06-29
13757,79,71,2020-06-29
13787,127,110,2020-06-29
13818,132,114,2020-06-29
13848,146,130,2020-06-29
13879,124,38,2020-06-29
13910,131,94,2020-06-29
13939,153,118,2020-06-29
13970,158,131,2020-06-29
14000,174,125,2020-06-29
14031,178,134,2020-06-29
14061,200,164,2020-06-29
14092,191,149,2020-06-29
14123,177,152,2020-06-29
14153,149,139,2020-06-29
14184,90,96,2020-06-29
14214,95,119,2020-06-29
14245,27,3,2020-06-29
14276,24,18,2020-06-29
14304,40,24,2020-06-29
14335,26,23,2020-06-29
14365,34,17,2020-06-29
14396,50,29,2020-06-29
14426,69,32,2020-06-29
14457,74,30,2020-06-29
14488,85,51,2020-06-29
14518,99,65,2020-06-29
14549,101,67,2020-06-29
14579,123,88,2020-06-29
14610,76,8,2020-06-29
14641,98,33,2020-06-29
14669,118,66,2020-06-29
14700,116,72,2020-06-29
14730,107,74,2020-06-29
14761,112,77,2020-06-29
14791,104,89,2020-06-29
14822,109,120,2020-06-29
14853,122,116,2020-06-29
14883,129,126,2020-06-29
14914,128,128,2020-06-29
14944,175,147,2020-06-29
14975,93,45,2020-06-29
15006,156,105,2020-06-29
15034,173,143,2020-06-29
15065,196,146,2020-06-29
15095,185,158,2020-06-29
15126,182,155,2020-06-29
15156,167,145,2020-06-29
15187,183,171,2020-06-29
15218,179,144,2020-06-29
15248,192,166,2020-06-29
15279,198,174,2020-06-29
15309,209,178,2020-06-29
15340,154,76,2020-06-29
15371,189,129,2020-06-29
15400,201,163,2020-06-29
15431,190,141,2020-06-29
15461,195,159,2020-06-29
15492,160,148,2020-06-29
15522,164,173,2020-06-29
15553,163,179,2020-06-29
15584,176,153,2020-06-29
15614,199,191,2020-06-29
15645,193,183,2020-06-29
15675,206,189,2020-06-29
15706,151,106,2020-06-29
15737,171,138,2020-06-29
15765,187,162,2020-06-29
15796,186,176,2020-06-29
15826,162,137,2020-06-29
15857,170,160,2020-06-29
15887,181,180,2020-06-29
15918,172,161,2020-06-29
15949,188,165,2020-06-29
15979,180,184,2020-06-29
16010,202,175,2020-06-29
16040,207,192,2020-06-29
16071,155,94,2020-06-29
16102,137,122,2020-06-29
16130,203,154,2020-06-29
16161,205,157,2020-06-29
16191,184,136,2020-06-29
16222,159,140,2020-06-29
16252,197,169,2020-06-29
16283,166,133,2020-06-29
16314,147,135,2020-06-29
16344,168,142,2020-06-29
16375,141,115,2020-06-29
16405,148,127,2020-06-29
16436,81,12,2020-06-29
16467,91,36,2020-06-29
16495,117,56,2020-06-29
16526,103,42,2020-06-29
16556,102,34,2020-06-29
16587,97,44,2020-06-29
16617,78,50,2020-06-29
16648,59,46,2020-06-29
16679,71,52,2020-06-29
16709,75,54,2020-06-29
16740,62,47,2020-06-29
16770,87,59,2020-06-29
16801,22,277,2020-06-29
16832,32,15,2020-06-29
16861,48,35,2020-06-29
16892,41,31,2020-06-29
16922,44,27,2020-06-29
16953,52,40,2020-06-29
16983,45,41,2020-06-29
17014,47,68,2020-06-29
17045,61,61,2020-06-29
17075,58,62,2020-06-29
17106,72,60,2020-06-29
17136,108,79,2020-06-29
17167,64,20,2020-06-29
17198,66,37,2020-06-29
17226,111,73,2020-06-29
17257,68,64,2020-06-29
17287,83,81,2020-06-29
17318,92,90,2020-06-29
17348,56,91,2020-06-29
17379,88,113,2020-06-29
17410,105,87,2020-06-29
17440,113,102,2020-06-29
17471,120,108,2020-06-29
17501,144,123,2020-06-29
17532,121,48,2020-06-29
17563,110,75,2020-06-29
17591,139,103,2020-06-29
17622,135,93,2020-06-29
17652,138,100,2020-06-29
17683,136,97,2020-06-29
17713,125,98,2020-06-29
17744,145,104,2020-06-29
17775,150,82,2020-06-29
17805,165,101,2020-06-29
17836,157,99,2020-06-29
17866,161,112,2020-06-29
17897,106,47,2020-06-29
17928,130,63,2020-06-29
17956,143,92,2020-06-29
17987,140,109,2020-06-29
18017,115,83,2020-06-29
18048,114,85,2020-06-29
18078,119,111,2020-06-29
18109,126,107,2020-06-29
18140,134,95,2020-06-29
18170,142,121,2020-06-29
18201,133,117,2020-06-29
18231,152,124,2020-06-29
18262,96,55,2020-06-29
18293,82,69,2020-06-29
18322,94,86,2020-06-29
18353,49,57,2020-06-29
