date,cpi,access_date
11596,92,2020-06-29
11627,109,2020-06-29
11657,117,2020-06-29
11688,150,2020-06-29
11719,98,2020-06-29
11747,91,2020-06-29
11778,98,2020-06-29
11808,125,2020-06-29
11839,43,2020-06-29
11869,61,2020-06-29
11900,6,2020-06-29
11931,31,2020-06-29
11961,90,2020-06-29
11992,118,2020-06-29
12022,116,2020-06-29
12053,140,2020-06-29
12084,120,2020-06-29
12112,89,2020-06-29
12143,87,2020-06-29
12173,67,2020-06-29
12204,67,2020-06-29
12234,60,2020-06-29
12265,215,2020-06-29
12296,25,2020-06-29
12326,85,2020-06-29
12357,81,2020-06-29
12387,93,2020-06-29
12418,126,2020-06-29
12449,84,2020-06-29
12478,63,2020-06-29
12509,84,2020-06-29
12539,62,2020-06-29
12570,65,2020-06-29
12600,77,2020-06-29
12631,33,2020-06-29
12662,34,2020-06-29
12692,97,2020-06-29
12723,94,2020-06-29
12753,97,2020-06-29
12784,143,2020-06-29
12815,102,2020-06-29
12843,107,2020-06-29
12874,95,2020-06-29
12904,67,2020-06-29
12935,54,2020-06-29
12965,37,2020-06-29
12996,221,2020-06-29
13027,18,2020-06-29
13057,45,2020-06-29
13088,62,2020-06-29
13118,69,2020-06-29
13149,141,2020-06-29
13180,123,2020-06-29
13208,69,2020-06-29
13239,26,2020-06-29
13269,38,2020-06-29
13300,20,2020-06-29
13330,57,2020-06-29
13361,12,2020-06-29
13392,6,2020-06-29
13422,20,2020-06-29
13453,53,2020-06-29
13483,66,2020-06-29
13514,124,2020-06-29
13545,94,2020-06-29
13573,49,2020-06-29
13604,47,2020-06-29
13634,53,2020-06-29
13665,80,2020-06-29
13695,73,2020-06-29
13726,6,2020-06-29
13757,66,2020-06-29
13787,121,2020-06-29
13818,102,2020-06-29
13848,96,2020-06-29
13879,136,2020-06-29
13910,100,2020-06-29
13939,100,2020-06-29
13970,111,2020-06-29
14000,108,2020-06-29
14031,82,2020-06-29
14061,41,2020-06-29
14092,27,2020-06-29
14123,67,2020-06-29
14153,76,2020-06-29
14184,70,2020-06-29
14214,58,2020-06-29
14245,139,2020-06-29
14276,122,2020-06-29
14304,105,2020-06-29
14335,58,2020-06-29
14365,47,2020-06-29
14396,50,2020-06-29
14426,53,2020-06-29
14457,1,2020-06-29
14488,223,2020-06-29
14518,1,2020-06-29
14549,21,2020-06-29
14579,32,2020-06-29
14610,121,2020-06-29
14641,72,2020-06-29
14669,53,2020-06-29
14700,21,2020-06-29
14730,40,2020-06-29
14761,30,2020-06-29
14791,27,2020-06-29
14822,45,2020-06-29
14853,71,2020-06-29
14883,40,2020-06-29
14914,68,2020-06-29
14944,91,2020-06-29
14975,139,2020-06-29
15006,65,2020-06-29
15034,52,2020-06-29
15065,34,2020-06-29
15095,38,2020-06-29
15126,16,2020-06-29
15156,224,2020-06-29
15187,217,2020-06-29
15218,222,2020-06-29
15248,38,2020-06-29
15279,33,2020-06-29
15309,35,2020-06-29
15340,40,2020-06-29
15371,28,2020-06-29
15400,48,2020-06-29
15431,22,2020-06-29
15461,42,2020-06-29
15492,74,2020-06-29
15522,102,2020-06-29
15553,7,2020-06-29
15584,45,2020-06-29
15614,37,2020-06-29
15645,25,2020-06-29
15675,44,2020-06-29
15706,82,2020-06-29
15737,46,2020-06-29
15765,25,2020-06-29
15796,41,2020-06-29
15826,56,2020-06-29
15857,33,2020-06-29
15887,69,2020-06-29
15918,9,2020-06-29
15949,14,2020-06-29
15979,47,2020-06-29
16010,46,2020-06-29
16040,41,2020-06-29
16071,49,2020-06-29
16102,59,2020-06-29
16130,87,2020-06-29
16161,75,2020-06-29
16191,75,2020-06-29
16222,52,2020-06-29
16252,39,2020-06-29
16283,17,2020-06-29
16314,55,2020-06-29
16344,69,2020-06-29
16375,104,2020-06-29
16405,143,2020-06-29
16436,154,2020-06-29
16467,134,2020-06-29
16495,101,2020-06-29
16526,37,2020-06-29
16556,26,2020-06-29
16587,12,2020-06-29
16617,67,2020-06-29
16648,26,2020-06-29
16679,47,2020-06-29
16709,62,2020-06-29
16740,63,2020-06-29
16770,64,2020-06-29
16801,81,2020-06-29
16832,53,2020-06-29
16861,37,2020-06-29
16892,35,2020-06-29
16922,32,2020-06-29
16953,27,2020-06-29
16983,44,2020-06-29
17014,2,2020-06-29
17045,11,2020-06-29
17075,34,2020-06-29
17106,35,2020-06-29
17136,31,2020-06-29
17167,52,2020-06-29
17198,15,2020-06-29
17226,8,2020-06-29
17257,24,2020-06-29
17287,28,2020-06-29
17318,51,2020-06-29
17348,4,2020-06-29
17379,214,2020-06-29
17410,220,2020-06-29
17440,13,2020-06-29
17471,15,2020-06-29
17501,33,2020-06-29
17532,22,2020-06-29
17563,14,2020-06-29
17591,21,2020-06-29
17622,29,2020-06-29
17652,29,2020-06-29
17683,39,2020-06-29
17713,19,2020-06-29
17744,2,2020-06-29
17775,10,2020-06-29
17805,26,2020-06-29
17836,40,2020-06-29
17866,71,2020-06-29
17897,86,2020-06-29
17928,35,2020-06-29
17956,23,2020-06-29
17987,21,2020-06-29
18017,25,2020-06-29
18048,3,2020-06-29
18078,13,2020-06-29
18109,217,2020-06-29
18140,219,2020-06-29
18170,8,2020-06-29
18201,20,2020-06-29
18231,27,2020-06-29
18262,31,2020-06-29
18293,24,2020-06-29
18322,45,2020-06-29
18353,70,2020-06-29
18383,19,2020-06-29
