date,cpi,access_date
7670,167,2020-06-29
7701,162,2020-06-29
7729,168,2020-06-29
7760,212,2020-06-29
7790,148,2020-06-29
7821,100,2020-06-29
7851,50,2020-06-29
7882,40,2020-06-29
7913,93,2020-06-29
7943,152,2020-06-29
7974,178,2020-06-29
8004,186,2020-06-29
8035,213,2020-06-29
8066,210,2020-06-29
8095,209,2020-06-29
8126,200,2020-06-29
8156,185,2020-06-29
8187,196,2020-06-29
8217,180,2020-06-29
8248,177,2020-06-29
8279,183,2020-06-29
8309,202,2020-06-29
8340,208,2020-06-29
8370,205,2020-06-29
8401,206,2020-06-29
8432,204,2020-06-29
8460,199,2020-06-29
8491,195,2020-06-29
8521,194,2020-06-29
8552,198,2020-06-29
8582,201,2020-06-29
8613,207,2020-06-29
8644,203,2020-06-29
8674,197,2020-06-29
8705,190,2020-06-29
8735,187,2020-06-29
8766,193,2020-06-29
8797,181,2020-06-29
8825,171,2020-06-29
8856,176,2020-06-29
8886,170,2020-06-29
8917,166,2020-06-29
8947,163,2020-06-29
8978,160,2020-06-29
9009,173,2020-06-29
9039,189,2020-06-29
9070,188,2020-06-29
9100,191,2020-06-29
9131,192,2020-06-29
9162,182,2020-06-29
9190,179,2020-06-29
9221,175,2020-06-29
9251,172,2020-06-29
9282,169,2020-06-29
9312,164,2020-06-29
9343,159,2020-06-29
9374,157,2020-06-29
9404,161,2020-06-29
9435,159,2020-06-29
9465,151,2020-06-29
9496,155,2020-06-29
9527,145,2020-06-29
9556,146,2020-06-29
9587,133,2020-06-29
9617,117,2020-06-29
9648,99,2020-06-29
9678,61,2020-06-29
9709,218,2020-06-29
9740,24,2020-06-29
9770,100,2020-06-29
9801,130,2020-06-29
9831,111,2020-06-29
9862,138,2020-06-29
9893,116,2020-06-29
9921,112,2020-06-29
9952,81,2020-06-29
9982,79,2020-06-29
10013,93,2020-06-29
10043,78,2020-06-29
10074,221,2020-06-29
10105,216,2020-06-29
10135,11,2020-06-29
10166,51,2020-06-29
10196,81,2020-06-29
10227,114,2020-06-29
10258,74,2020-06-29
10286,54,2020-06-29
10317,29,2020-06-29
10347,40,2020-06-29
10378,5,2020-06-29
10408,11,2020-06-29
10439,153,2020-06-29
10470,211,2020-06-29
10500,158,2020-06-29
10531,165,2020-06-29
10561,184,2020-06-29
10592,174,2020-06-29
10623,156,2020-06-29
10651,145,2020-06-29
10682,149,2020-06-29
10712,134,2020-06-29
10743,131,2020-06-29
10773,147,2020-06-29
10804,98,2020-06-29
10835,113,2020-06-29
10865,110,2020-06-29
10896,102,2020-06-29
10926,103,2020-06-29
10957,137,2020-06-29
10988,88,2020-06-29
11017,54,2020-06-29
11048,74,2020-06-29
11078,126,2020-06-29
11109,142,2020-06-29
11139,128,2020-06-29
11170,83,2020-06-29
11201,106,2020-06-29
11231,132,2020-06-29
11262,115,2020-06-29
11292,121,2020-06-29
11323,144,2020-06-29
11354,135,2020-06-29
11382,129,2020-06-29
11413,128,2020-06-29
11443,127,2020-06-29
11474,119,2020-06-29
11504,36,2020-06-29
11535,2,2020-06-29
11566,50,2020-06-29
