date,import,export,access_date
2018-06-01,143,102,2021-01-24
2018-07-01,133,104,2021-01-24
2018-08-01,152,111,2021-01-24
2018-09-01,157,86,2021-01-24
2018-10-01,172,107,2021-01-24
2018-11-01,164,105,2021-01-24
2018-12-01,171,119,2021-01-24
2019-01-01,113,48,2021-01-24
2019-02-01,137,65,2021-01-24
2019-03-01,149,98,2021-01-24
2019-04-01,147,116,2021-01-24
2019-05-01,122,87,2021-01-24
2019-06-01,121,90,2021-01-24
2019-07-01,127,118,2021-01-24
2019-08-01,132,114,2021-01-24
2019-09-01,140,101,2021-01-24
2019-10-01,150,129,2021-01-24
2019-11-01,141,127,2021-01-24
2019-12-01,162,133,2021-01-24
2020-01-01,107,57,2021-01-24
2020-02-01,91,71,2021-01-24
2020-03-01,101,91,2021-01-24
2020-04-01,62,61,2021-01-24
2020-05-01,34,58,2021-01-24
2020-06-01,57,77,2021-01-24
2020-07-01,58,85,2021-01-24
2020-08-01,49,88,2021-01-24
2020-09-01,112,92,2021-01-24
2020-10-01,87,113,2021-01-24
2020-11-01,100,122,2021-01-24
