date,m2sa,access_date
1995-07-01,152.421696853944,2019-12-11
1995-08-01,162.907830604304,2019-12-11
1995-09-01,173.992765767658,2019-12-11
1995-10-01,183.804693832816,2019-12-11
1995-11-01,190.123489506737,2019-12-11
1995-12-01,200.390183042581,2019-12-11
1996-01-01,211.462032275355,2019-12-11
1996-02-01,220.146505005322,2019-12-11
1996-03-01,229.796430956733,2019-12-11
1996-04-01,242.985494681177,2019-12-11
1996-05-01,247.792247223248,2019-12-11
1996-06-01,252.145988092884,2019-12-11
1996-07-01,259.824159684549,2019-12-11
1996-08-01,268.46775144401,2019-12-11
1996-09-01,275.693893661271,2019-12-11
1996-10-01,282.345665793894,2019-12-11
1996-11-01,287.435646220341,2019-12-11
1996-12-01,289.65690692477,2019-12-11
1997-01-01,276.042470171817,2019-12-11
1997-02-01,294.519714590826,2019-12-11
1997-03-01,300.570193063591,2019-12-11
1997-04-01,307.705515102843,2019-12-11
1997-05-01,314.495243358007,2019-12-11
1997-06-01,325.777214997349,2019-12-11
1997-07-01,342.762037040085,2019-12-11
1997-08-01,358.498459615849,2019-12-11
1997-09-01,365.188902373917,2019-12-11
1997-10-01,370.646134894607,2019-12-11
1997-11-01,379.236530142265,2019-12-11
1997-12-01,365.550437442019,2019-12-11
1998-01-01,357.94403680785,2019-12-11
1998-02-01,370.930812624765,2019-12-11
1998-03-01,369.071590780417,2019-12-11
1998-04-01,367.570895167119,2019-12-11
1998-05-01,370.170591198234,2019-12-11
1998-06-01,372.828139860867,2019-12-11
1998-07-01,364.996582046453,2019-12-11
1998-08-01,360.858264145157,2019-12-11
1998-09-01,350.88552491193,2019-12-11
1998-10-01,380.902567053413,2019-12-11
1998-11-01,396.538639982162,2019-12-11
1998-12-01,415.374181264639,2019-12-11
1999-01-01,433.394899379797,2019-12-11
1999-02-01,458.641365471031,2019-12-11
1999-03-01,475.739521787662,2019-12-11
1999-04-01,487.107462787616,2019-12-11
1999-05-01,517.396045260645,2019-12-11
1999-06-01,549.629350286358,2019-12-11
1999-07-01,567.489296819551,2019-12-11
1999-08-01,588.331191940485,2019-12-11
1999-09-01,606.020761845049,2019-12-11
1999-10-01,620.471581661316,2019-12-11
1999-11-01,652.991821584931,2019-12-11
1999-12-01,674.344182713298,2019-12-11
2000-01-01,681.339749915775,2019-12-11
2000-02-01,723.256020109198,2019-12-11
2000-03-01,751.957075869838,2019-12-11
2000-04-01,777.773130014582,2019-12-11
2000-05-01,803.465248893914,2019-12-11
2000-06-01,844.126933681716,2019-12-11
2000-07-01,884.872112517668,2019-12-11
2000-08-01,938.611453429954,2019-12-11
2000-09-01,976.93944401437,2019-12-11
2000-10-01,1018.98285359748,2019-12-11
2000-11-01,1035.54969812112,2019-12-11
2000-12-01,1070.30797434175,2019-12-11
2001-01-01,1094.98090076612,2019-12-11
2001-02-01,1112.45670390064,2019-12-11
2001-03-01,1136.78683947796,2019-12-11
2001-04-01,1174.5470229866,2019-12-11
2001-05-01,1224.56927452433,2019-12-11
2001-06-01,1235.12450641109,2019-12-11
2001-07-01,1271.31101977725,2019-12-11
2001-08-01,1321.8531376278,2019-12-11
2001-09-01,1373.09266104099,2019-12-11
2001-10-01,1430.98827463212,2019-12-11
2001-11-01,1476.61182017706,2019-12-11
2001-12-01,1469.68354548116,2019-12-11
2002-01-01,1529.59009849746,2019-12-11
2002-02-01,1543.11261245233,2019-12-11
2002-03-01,1560.20729390267,2019-12-11
2002-04-01,1592.23496698634,2019-12-11
2002-05-01,1636.93065644323,2019-12-11
2002-06-01,1692.85150681245,2019-12-11
2002-07-01,1721.71631951066,2019-12-11
2002-08-01,1771.62460900655,2019-12-11
2002-09-01,1822.52166319287,2019-12-11
2002-10-01,1865.68516589794,2019-12-11
2002-11-01,1937.71117758576,2019-12-11
2002-12-01,1976.76958352924,2019-12-11
2003-01-01,2023.26094098679,2019-12-11
2003-02-01,2073.84589449516,2019-12-11
2003-03-01,2152.07339519381,2019-12-11
2003-04-01,2238.82812035954,2019-12-11
2003-05-01,2333.68050643396,2019-12-11
2003-06-01,2438.90639692083,2019-12-11
2003-07-01,2553.30726718855,2019-12-11
2003-08-01,2616.28203306079,2019-12-11
2003-09-01,2695.66985719445,2019-12-11
2003-10-01,2752.5358920156,2019-12-11
2003-11-01,2814.11682889348,2019-12-11
2003-12-01,2891.61731972689,2019-12-11
2004-01-01,3042.30589105513,2019-12-11
2004-02-01,3259.2674647786,2019-12-11
2004-03-01,3380.34724256116,2019-12-11
2004-04-01,3431.96411058072,2019-12-11
2004-05-01,3483.75615773383,2019-12-11
2004-06-01,3502.43577695712,2019-12-11
2004-07-01,3576.41373422669,2019-12-11
2004-08-01,3604.92981841987,2019-12-11
2004-09-01,3654.74831265473,2019-12-11
2004-10-01,3726.82814174499,2019-12-11
2004-11-01,3881.03111801512,2019-12-11
2004-12-01,4018.48898575826,2019-12-11
2005-01-01,4133.0346071118,2019-12-11
2005-02-01,4237.78983274624,2019-12-11
2005-03-01,4366.24235058666,2019-12-11
2005-04-01,4479.32621519947,2019-12-11
2005-05-01,4589.74626152228,2019-12-11
2005-06-01,4659.54310177116,2019-12-11
2005-07-01,4791.9413064777,2019-12-11
2005-08-01,4955.24762061441,2019-12-11
2005-09-01,5131.85894534901,2019-12-11
2005-10-01,5285.51332343665,2019-12-11
2005-11-01,5439.38812886745,2019-12-11
2005-12-01,5552.30262553107,2019-12-11
2006-01-01,5726.08760487902,2019-12-11
2006-02-01,5883.92008481117,2019-12-11
2006-03-01,5977.5920907629,2019-12-11
2006-04-01,6155.17098919884,2019-12-11
2006-05-01,6348.79230165145,2019-12-11
2006-06-01,6632.64987544033,2019-12-11
2006-07-01,6893.67297704025,2019-12-11
2006-08-01,7189.0309294868,2019-12-11
2006-09-01,7446.19691363669,2019-12-11
2006-10-01,7744.60380874018,2019-12-11
2006-11-01,7962.87765059613,2019-12-11
2006-12-01,8182.62384223786,2019-12-11
2007-01-01,8516.32645307965,2019-12-11
2007-02-01,8734.9123476576,2019-12-11
2007-03-01,8970.35021947356,2019-12-11
2007-04-01,9376.73104576354,2019-12-11
2007-05-01,9985.15469511801,2019-12-11
2007-06-01,10613.7055105109,2019-12-11
2007-07-01,10608.169187047,2019-12-11
2007-08-01,10896.3217208426,2019-12-11
2007-09-01,11184.1763764527,2019-12-11
2007-10-01,11507.1815919013,2019-12-11
2007-11-01,11707.9444874599,2019-12-11
2007-12-01,12064.5612052608,2019-12-11
2008-01-01,12213.6250483887,2019-12-11
2008-02-01,12558.9486142621,2019-12-11
2008-03-01,12763.8792804365,2019-12-11
2008-04-01,12950.2457127975,2019-12-11
2008-05-01,12961.9609391415,2019-12-11
2008-06-01,13233.1678527537,2019-12-11
2008-07-01,13603.6520433203,2019-12-11
2008-08-01,13879.9835045487,2019-12-11
2008-09-01,14286.360633867,2019-12-11
2008-10-01,14134.6589052607,2019-12-11
2008-11-01,13558.7071000947,2019-12-11
2008-12-01,13169.7608864483,2019-12-11
2009-01-01,12311.7175637099,2019-12-11
2009-02-01,11438.5745967964,2019-12-11
2009-03-01,11515.3360520877,2019-12-11
2009-04-01,11547.4924762983,2019-12-11
2009-05-01,11838.3460490201,2019-12-11
2009-06-01,12271.9301947087,2019-12-11
2009-07-01,12469.1304046305,2019-12-11
2009-08-01,12670.8103687825,2019-12-11
2009-09-01,12897.3087694105,2019-12-11
2009-10-01,13222.8963550605,2019-12-11
2009-11-01,13770.7371286362,2019-12-11
2009-12-01,14059.1143232702,2019-12-11
2010-01-01,14477.7647905172,2019-12-11
2010-02-01,14875.7854001231,2019-12-11
2010-03-01,15248.3614655914,2019-12-11
2010-04-01,15572.7632798626,2019-12-11
2010-05-01,16076.0946559249,2019-12-11
2010-06-01,16419.9135424833,2019-12-11
2010-07-01,16705.4615200215,2019-12-11
2010-08-01,17143.3114118309,2019-12-11
2010-09-01,17598.2529484068,2019-12-11
2010-10-01,17901.4379291699,2019-12-11
2010-11-01,18376.2412244699,2019-12-11
2010-12-01,18715.565576123,2019-12-11
2011-01-01,18966.9727475942,2019-12-11
2011-02-01,19229.7225576157,2019-12-11
2011-03-01,19494.1637023012,2019-12-11
2011-04-01,19690.6907105771,2019-12-11
2011-05-01,19964.3406999616,2019-12-11
2011-06-01,20135.6424730665,2019-12-11
2011-07-01,20540.5508718945,2019-12-11
2011-08-01,20922.2494151889,2019-12-11
2011-09-01,21265.0258830362,2019-12-11
2011-10-01,21776.554344027,2019-12-11
2011-11-01,21997.1309797941,2019-12-11
2011-12-01,22447.7716329479,2019-12-11
2012-01-01,22940.4933855171,2019-12-11
2012-02-01,23234.2377466481,2019-12-11
2012-03-01,23444.0747381936,2019-12-11
2012-04-01,23623.2681704062,2019-12-11
2012-05-01,23831.0889834974,2019-12-11
2012-06-01,24032.0768485243,2019-12-11
2012-07-01,24307.9302592672,2019-12-11
2012-08-01,24398.8895820118,2019-12-11
2012-09-01,24510.4556657504,2019-12-11
2012-10-01,24796.5561813571,2019-12-11
2012-11-01,25169.0401313311,2019-12-11
2012-12-01,25308.6639595052,2019-12-11
2013-01-01,25758.1591205887,2019-12-11
2013-02-01,26222.179976127,2019-12-11
2013-03-01,26634.5730109805,2019-12-11
2013-04-01,27063.6824942348,2019-12-11
2013-05-01,27253.4440051471,2019-12-11
2013-06-01,27594.157805234,2019-12-11
2013-07-01,28089.5957988047,2019-12-11
2013-08-01,28534.7330653925,2019-12-11
2013-09-01,28733.6683727752,2019-12-11
2013-10-01,28777.4951865167,2019-12-11
2013-11-01,29093.0182867525,2019-12-11
2013-12-01,29507.6152647555,2019-12-11
2014-01-01,29573.528115517,2019-12-11
2014-02-01,29741.5447009579,2019-12-11
2014-03-01,30017.7730698602,2019-12-11
2014-04-01,29390.1956717112,2019-12-11
2014-05-01,29748.2397240738,2019-12-11
2014-06-01,29869.1073138525,2019-12-11
2014-07-01,29969.7544733724,2019-12-11
2014-08-01,30263.6873752771,2019-12-11
