date,import,export,access_date
2006-03-01,56,14,2021-07-23
2006-04-01,52,9,2021-07-23
2006-05-01,77,16,2021-07-23
2006-06-01,64,28,2021-07-23
2006-07-01,69,19,2021-07-23
2006-08-01,85,25,2021-07-23
2006-09-01,67,26,2021-07-23
2006-10-01,54,39,2021-07-23
2006-11-01,55,43,2021-07-23
2006-12-01,88,84,2021-07-23
2007-01-01,37,11,2021-07-23
2007-02-01,47,22,2021-07-23
2007-03-01,71,54,2021-07-23
2007-04-01,82,49,2021-07-23
2007-05-01,91,59,2021-07-23
2007-06-01,74,73,2021-07-23
2007-07-01,95,82,2021-07-23
2007-08-01,107,91,2021-07-23
2007-09-01,84,74,2021-07-23
2007-10-01,136,119,2021-07-23
2007-11-01,142,123,2021-07-23
2007-12-01,159,141,2021-07-23
2008-01-01,133,38,2021-07-23
2008-02-01,141,101,2021-07-23
2008-03-01,165,128,2021-07-23
2008-04-01,170,143,2021-07-23
2008-05-01,186,134,2021-07-23
2008-06-01,190,146,2021-07-23
2008-07-01,212,178,2021-07-23
2008-08-01,203,163,2021-07-23
2008-09-01,189,166,2021-07-23
2008-10-01,162,153,2021-07-23
2008-11-01,96,104,2021-07-23
2008-12-01,100,129,2021-07-23
2009-01-01,27,3,2021-07-23
2009-02-01,24,18,2021-07-23
2009-03-01,41,24,2021-07-23
2009-04-01,26,23,2021-07-23
2009-05-01,35,17,2021-07-23
2009-06-01,51,29,2021-07-23
2009-07-01,73,32,2021-07-23
2009-08-01,79,30,2021-07-23
2009-09-01,89,52,2021-07-23
2009-10-01,105,68,2021-07-23
2009-11-01,108,71,2021-07-23
2009-12-01,132,95,2021-07-23
2010-01-01,81,8,2021-07-23
2010-02-01,103,33,2021-07-23
2010-03-01,127,70,2021-07-23
2010-04-01,125,75,2021-07-23
2010-05-01,116,77,2021-07-23
2010-06-01,122,81,2021-07-23
2010-07-01,112,96,2021-07-23
2010-08-01,118,130,2021-07-23
2010-09-01,131,126,2021-07-23
2010-10-01,138,136,2021-07-23
2010-11-01,137,138,2021-07-23
2010-12-01,187,161,2021-07-23
2011-01-01,99,45,2021-07-23
2011-02-01,168,112,2021-07-23
2011-03-01,185,157,2021-07-23
2011-04-01,208,160,2021-07-23
2011-05-01,197,172,2021-07-23
2011-06-01,194,169,2021-07-23
2011-07-01,179,159,2021-07-23
2011-08-01,195,185,2021-07-23
2011-09-01,191,158,2021-07-23
2011-10-01,204,180,2021-07-23
2011-11-01,210,188,2021-07-23
2011-12-01,221,192,2021-07-23
2012-01-01,166,80,2021-07-23
2012-02-01,201,140,2021-07-23
2012-03-01,213,177,2021-07-23
2012-04-01,202,155,2021-07-23
2012-05-01,207,173,2021-07-23
2012-06-01,172,162,2021-07-23
2012-07-01,175,187,2021-07-23
2012-08-01,174,193,2021-07-23
2012-09-01,188,167,2021-07-23
2012-10-01,211,205,2021-07-23
2012-11-01,205,197,2021-07-23
2012-12-01,218,203,2021-07-23
2013-01-01,164,114,2021-07-23
2013-02-01,183,152,2021-07-23
2013-03-01,199,176,2021-07-23
2013-04-01,198,190,2021-07-23
2013-05-01,173,151,2021-07-23
2013-06-01,182,174,2021-07-23
2013-07-01,193,194,2021-07-23
2013-08-01,184,175,2021-07-23
2013-09-01,200,179,2021-07-23
2013-10-01,192,198,2021-07-23
2013-11-01,214,189,2021-07-23
2013-12-01,219,206,2021-07-23
2014-01-01,167,101,2021-07-23
2014-02-01,149,132,2021-07-23
2014-03-01,215,168,2021-07-23
2014-04-01,217,171,2021-07-23
2014-05-01,196,149,2021-07-23
2014-06-01,171,154,2021-07-23
2014-07-01,209,183,2021-07-23
2014-08-01,178,145,2021-07-23
2014-09-01,160,148,2021-07-23
2014-10-01,180,156,2021-07-23
2014-11-01,152,125,2021-07-23
2014-12-01,161,137,2021-07-23
2015-01-01,86,12,2021-07-23
2015-02-01,97,36,2021-07-23
2015-03-01,126,57,2021-07-23
2015-04-01,111,42,2021-07-23
2015-05-01,110,34,2021-07-23
2015-06-01,102,44,2021-07-23
2015-07-01,83,51,2021-07-23
2015-08-01,63,46,2021-07-23
2015-09-01,75,53,2021-07-23
2015-10-01,80,55,2021-07-23
2015-11-01,66,48,2021-07-23
2015-12-01,93,60,2021-07-23
2016-01-01,22,291,2021-07-23
2016-02-01,32,15,2021-07-23
2016-03-01,49,35,2021-07-23
2016-04-01,42,31,2021-07-23
2016-05-01,45,27,2021-07-23
2016-06-01,53,40,2021-07-23
2016-07-01,46,41,2021-07-23
2016-08-01,48,72,2021-07-23
2016-09-01,65,64,2021-07-23
2016-10-01,61,65,2021-07-23
2016-11-01,76,62,2021-07-23
2016-12-01,117,83,2021-07-23
2017-01-01,68,20,2021-07-23
2017-02-01,70,37,2021-07-23
2017-03-01,120,76,2021-07-23
2017-04-01,72,67,2021-07-23
2017-05-01,87,85,2021-07-23
2017-06-01,98,97,2021-07-23
2017-07-01,58,98,2021-07-23
2017-08-01,94,122,2021-07-23
2017-09-01,113,94,2021-07-23
2017-10-01,121,110,2021-07-23
2017-11-01,129,117,2021-07-23
2017-12-01,157,133,2021-07-23
2018-01-01,130,50,2021-07-23
2018-02-01,119,79,2021-07-23
2018-03-01,151,111,2021-07-23
2018-04-01,146,102,2021-07-23
2018-05-01,150,108,2021-07-23
2018-06-01,148,103,2021-07-23
2018-07-01,135,106,2021-07-23
2018-08-01,158,113,2021-07-23
2018-09-01,163,87,2021-07-23
2018-10-01,177,109,2021-07-23
2018-11-01,169,107,2021-07-23
2018-12-01,176,121,2021-07-23
2019-01-01,114,47,2021-07-23
2019-02-01,139,66,2021-07-23
2019-03-01,156,99,2021-07-23
2019-04-01,153,118,2021-07-23
2019-05-01,124,88,2021-07-23
2019-06-01,123,90,2021-07-23
2019-07-01,128,120,2021-07-23
2019-08-01,134,116,2021-07-23
2019-09-01,143,100,2021-07-23
2019-10-01,155,131,2021-07-23
2019-11-01,144,127,2021-07-23
2019-12-01,168,135,2021-07-23
2020-01-01,109,56,2021-07-23
2020-02-01,92,69,2021-07-23
2020-03-01,101,92,2021-07-23
2020-04-01,62,61,2021-07-23
2020-05-01,34,58,2021-07-23
2020-06-01,57,78,2021-07-23
2020-07-01,60,86,2021-07-23
2020-08-01,50,89,2021-07-23
2020-09-01,115,93,2021-07-23
2020-10-01,90,115,2021-07-23
2020-11-01,104,124,2021-07-23
2020-12-01,145,142,2021-07-23
2021-01-01,78,63,2021-07-23
2021-02-01,106,105,2021-07-23
2021-03-01,147,147,2021-07-23
2021-04-01,154,150,2021-07-23
2021-05-01,140,139,2021-07-23
