date,import,export,access_date
1997-01-01,235,225,2020-11-05
1997-02-01,230,232,2020-11-05
1997-03-01,241,239,2020-11-05
1997-04-01,237,253,2020-11-05
1997-05-01,233,236,2020-11-05
1997-06-01,236,245,2020-11-05
1997-07-01,243,258,2020-11-05
1997-08-01,238,251,2020-11-05
1997-09-01,239,254,2020-11-05
1997-10-01,248,264,2020-11-05
1997-11-01,258,261,2020-11-05
1997-12-01,269,274,2020-11-05
1998-01-01,217,241,2020-11-05
1998-02-01,215,248,2020-11-05
1998-03-01,232,259,2020-11-05
1998-04-01,224,252,2020-11-05
1998-05-01,222,242,2020-11-05
1998-06-01,228,243,2020-11-05
1998-07-01,234,237,2020-11-05
1998-08-01,225,227,2020-11-05
1998-09-01,226,182,2020-11-05
1998-10-01,220,172,2020-11-05
1998-11-01,218,173,2020-11-05
1998-12-01,240,203,2020-11-05
1999-01-01,173,137,2020-11-05
1999-02-01,198,161,2020-11-05
1999-03-01,214,198,2020-11-05
1999-04-01,223,190,2020-11-05
1999-05-01,208,156,2020-11-05
1999-06-01,212,209,2020-11-05
1999-07-01,219,186,2020-11-05
1999-08-01,216,175,2020-11-05
1999-09-01,221,177,2020-11-05
1999-10-01,231,193,2020-11-05
1999-11-01,242,199,2020-11-05
1999-12-01,274,208,2020-11-05
2000-01-01,231,155,2020-11-05
2000-02-01,245,195,2020-11-05
2000-03-01,270,202,2020-11-05
2000-04-01,247,191,2020-11-05
2000-05-01,254,192,2020-11-05
2000-06-01,262,200,2020-11-05
2000-07-01,259,201,2020-11-05
2000-08-01,267,207,2020-11-05
2000-09-01,264,204,2020-11-05
2000-10-01,263,211,2020-11-05
2000-11-01,280,214,2020-11-05
2000-12-01,282,224,2020-11-05
2001-01-01,253,187,2020-11-05
2001-02-01,251,206,2020-11-05
2001-03-01,265,213,2020-11-05
2001-04-01,255,215,2020-11-05
2001-05-01,260,217,2020-11-05
2001-06-01,268,220,2020-11-05
2001-07-01,246,216,2020-11-05
2001-08-01,266,218,2020-11-05
2001-09-01,256,212,2020-11-05
2001-10-01,244,223,2020-11-05
2001-11-01,252,228,2020-11-05
2001-12-01,249,240,2020-11-05
2002-01-01,229,205,2020-11-05
2002-02-01,227,210,2020-11-05
2002-03-01,257,219,2020-11-05
2002-04-01,273,229,2020-11-05
2002-05-01,261,221,2020-11-05
2002-06-01,250,226,2020-11-05
2002-07-01,272,234,2020-11-05
2002-08-01,279,231,2020-11-05
2002-09-01,276,230,2020-11-05
2002-10-01,278,244,2020-11-05
2002-11-01,271,238,2020-11-05
2002-12-01,2,257,2020-11-05
2003-01-01,275,222,2020-11-05
2003-02-01,277,233,2020-11-05
2003-03-01,7,247,2020-11-05
2003-04-01,281,250,2020-11-05
2003-05-01,283,246,2020-11-05
2003-06-01,1,249,2020-11-05
2003-07-01,3,262,2020-11-05
2003-08-01,8,255,2020-11-05
2003-09-01,6,256,2020-11-05
2003-10-01,10,265,2020-11-05
2003-11-01,5,263,2020-11-05
