date,import,export,access_date
2003-12-01,12,275,2020-11-05
2004-01-01,4,235,2020-11-05
2004-02-01,9,260,2020-11-05
2004-03-01,13,269,2020-11-05
2004-04-01,15,268,2020-11-05
2004-05-01,11,267,2020-11-05
2004-06-01,16,270,2020-11-05
2004-07-01,17,273,2020-11-05
2004-08-01,20,272,2020-11-05
2004-09-01,19,271,2020-11-05
2004-10-01,21,278,2020-11-05
2004-11-01,23,279,2020-11-05
2004-12-01,25,7,2020-11-05
2005-01-01,14,266,2020-11-05
2005-02-01,18,277,2020-11-05
2005-03-01,30,1,2020-11-05
2005-04-01,29,281,2020-11-05
2005-05-01,31,280,2020-11-05
2005-06-01,28,283,2020-11-05
2005-07-01,36,6,2020-11-05
2005-08-01,38,4,2020-11-05
2005-09-01,39,5,2020-11-05
2005-10-01,44,10,2020-11-05
2005-11-01,43,13,2020-11-05
2005-12-01,60,21,2020-11-05
2006-01-01,33,276,2020-11-05
2006-02-01,40,2,2020-11-05
2006-03-01,58,14,2020-11-05
2006-04-01,52,9,2020-11-05
2006-05-01,77,16,2020-11-05
2006-06-01,64,28,2020-11-05
2006-07-01,69,19,2020-11-05
2006-08-01,84,25,2020-11-05
2006-09-01,67,26,2020-11-05
2006-10-01,55,39,2020-11-05
2006-11-01,57,43,2020-11-05
2006-12-01,87,85,2020-11-05
2007-01-01,37,11,2020-11-05
2007-02-01,47,22,2020-11-05
2007-03-01,71,54,2020-11-05
2007-04-01,81,49,2020-11-05
2007-05-01,90,59,2020-11-05
2007-06-01,74,71,2020-11-05
2007-07-01,93,81,2020-11-05
2007-08-01,103,89,2020-11-05
2007-09-01,83,73,2020-11-05
2007-10-01,131,115,2020-11-05
2007-11-01,136,119,2020-11-05
2007-12-01,150,135,2020-11-05
2008-01-01,128,38,2020-11-05
2008-02-01,135,98,2020-11-05
2008-03-01,156,122,2020-11-05
2008-04-01,162,136,2020-11-05
2008-05-01,178,129,2020-11-05
2008-06-01,182,139,2020-11-05
2008-07-01,204,169,2020-11-05
2008-08-01,195,154,2020-11-05
2008-09-01,181,157,2020-11-05
2008-10-01,153,144,2020-11-05
2008-11-01,94,102,2020-11-05
2008-12-01,98,123,2020-11-05
2009-01-01,27,3,2020-11-05
2009-02-01,24,18,2020-11-05
2009-03-01,41,24,2020-11-05
2009-04-01,26,23,2020-11-05
2009-05-01,35,17,2020-11-05
2009-06-01,51,29,2020-11-05
2009-07-01,73,32,2020-11-05
2009-08-01,78,30,2020-11-05
2009-09-01,89,52,2020-11-05
2009-10-01,102,67,2020-11-05
2009-11-01,105,69,2020-11-05
2009-12-01,127,93,2020-11-05
2010-01-01,80,8,2020-11-05
2010-02-01,101,33,2020-11-05
2010-03-01,122,68,2020-11-05
2010-04-01,120,74,2020-11-05
2010-05-01,111,76,2020-11-05
2010-06-01,117,80,2020-11-05
2010-07-01,108,94,2020-11-05
2010-08-01,113,125,2020-11-05
2010-09-01,126,121,2020-11-05
2010-10-01,133,131,2020-11-05
2010-11-01,132,133,2020-11-05
2010-12-01,179,152,2020-11-05
2011-01-01,97,45,2020-11-05
2011-02-01,160,109,2020-11-05
2011-03-01,177,148,2020-11-05
2011-04-01,200,151,2020-11-05
2011-05-01,189,163,2020-11-05
2011-06-01,186,160,2020-11-05
2011-07-01,171,150,2020-11-05
2011-08-01,187,176,2020-11-05
2011-09-01,183,149,2020-11-05
2011-10-01,196,171,2020-11-05
2011-11-01,202,179,2020-11-05
2011-12-01,213,183,2020-11-05
2012-01-01,157,79,2020-11-05
2012-02-01,193,134,2020-11-05
2012-03-01,205,168,2020-11-05
2012-04-01,194,146,2020-11-05
2012-05-01,199,164,2020-11-05
2012-06-01,164,153,2020-11-05
2012-07-01,167,178,2020-11-05
2012-08-01,166,184,2020-11-05
2012-09-01,180,158,2020-11-05
2012-10-01,203,196,2020-11-05
2012-11-01,197,188,2020-11-05
2012-12-01,210,194,2020-11-05
2013-01-01,155,111,2020-11-05
2013-02-01,175,143,2020-11-05
2013-03-01,191,167,2020-11-05
2013-04-01,190,181,2020-11-05
2013-05-01,165,142,2020-11-05
2013-06-01,174,165,2020-11-05
2013-07-01,185,185,2020-11-05
2013-08-01,176,166,2020-11-05
2013-09-01,192,170,2020-11-05
2013-10-01,184,189,2020-11-05
2013-11-01,206,180,2020-11-05
2013-12-01,211,197,2020-11-05
2014-01-01,158,98,2020-11-05
2014-02-01,141,127,2020-11-05
2014-03-01,207,159,2020-11-05
2014-04-01,209,162,2020-11-05
2014-05-01,188,141,2020-11-05
2014-06-01,163,145,2020-11-05
2014-07-01,201,174,2020-11-05
2014-08-01,170,138,2020-11-05
2014-09-01,151,140,2020-11-05
2014-10-01,172,147,2020-11-05
2014-11-01,145,120,2020-11-05
2014-12-01,152,132,2020-11-05
2015-01-01,85,12,2020-11-05
2015-02-01,95,36,2020-11-05
2015-03-01,121,56,2020-11-05
2015-04-01,107,42,2020-11-05
2015-05-01,106,34,2020-11-05
2015-06-01,100,44,2020-11-05
2015-07-01,82,51,2020-11-05
2015-08-01,63,46,2020-11-05
2015-09-01,75,53,2020-11-05
2015-10-01,79,55,2020-11-05
2015-11-01,66,47,2020-11-05
2015-12-01,91,60,2020-11-05
2016-01-01,22,282,2020-11-05
2016-02-01,32,15,2020-11-05
2016-03-01,49,35,2020-11-05
2016-04-01,42,31,2020-11-05
2016-05-01,45,27,2020-11-05
2016-06-01,54,40,2020-11-05
2016-07-01,46,41,2020-11-05
2016-08-01,48,70,2020-11-05
2016-09-01,65,63,2020-11-05
2016-10-01,62,64,2020-11-05
2016-11-01,76,62,2020-11-05
2016-12-01,112,84,2020-11-05
2017-01-01,68,20,2020-11-05
2017-02-01,70,37,2020-11-05
2017-03-01,115,75,2020-11-05
2017-04-01,72,66,2020-11-05
2017-05-01,86,86,2020-11-05
2017-06-01,96,95,2020-11-05
2017-07-01,59,96,2020-11-05
2017-08-01,92,118,2020-11-05
2017-09-01,109,92,2020-11-05
2017-10-01,116,107,2020-11-05
2017-11-01,123,113,2020-11-05
2017-12-01,148,128,2020-11-05
2018-01-01,125,50,2020-11-05
2018-02-01,114,78,2020-11-05
2018-03-01,143,108,2020-11-05
2018-04-01,139,99,2020-11-05
2018-05-01,142,105,2020-11-05
2018-06-01,140,101,2020-11-05
2018-07-01,130,103,2020-11-05
2018-08-01,149,110,2020-11-05
2018-09-01,154,87,2020-11-05
2018-10-01,169,106,2020-11-05
2018-11-01,161,104,2020-11-05
2018-12-01,168,117,2020-11-05
2019-01-01,110,48,2020-11-05
2019-02-01,134,65,2020-11-05
2019-03-01,146,97,2020-11-05
2019-04-01,144,114,2020-11-05
2019-05-01,119,88,2020-11-05
2019-06-01,118,90,2020-11-05
2019-07-01,124,116,2020-11-05
2019-08-01,129,112,2020-11-05
2019-09-01,137,100,2020-11-05
2019-10-01,147,126,2020-11-05
2019-11-01,138,124,2020-11-05
2019-12-01,159,130,2020-11-05
2020-01-01,104,57,2020-11-05
2020-02-01,88,72,2020-11-05
2020-03-01,99,91,2020-11-05
2020-04-01,61,61,2020-11-05
2020-05-01,34,58,2020-11-05
2020-06-01,53,77,2020-11-05
2020-07-01,56,82,2020-11-05
2020-08-01,50,83,2020-11-05
