date,m2sa,access_date
1995-07-01,152.421696853438,2019-07-10
1995-08-01,162.907830603373,2019-07-10
1995-09-01,173.9927657691,2019-07-10
1995-10-01,183.804693834592,2019-07-10
1995-11-01,190.123489511327,2019-07-10
1995-12-01,200.390183047785,2019-07-10
1996-01-01,211.462032285903,2019-07-10
1996-02-01,220.146505016228,2019-07-10
1996-03-01,229.796430960398,2019-07-10
1996-04-01,242.98549467375,2019-07-10
1996-05-01,247.792247209073,2019-07-10
1996-06-01,252.145988070717,2019-07-10
1996-07-01,259.824159682037,2019-07-10
1996-08-01,268.46775144261,2019-07-10
1996-09-01,275.693893664311,2019-07-10
1996-10-01,282.345665798656,2019-07-10
1996-11-01,287.43564623119,2019-07-10
1996-12-01,289.656906937645,2019-07-10
1997-01-01,276.042470191166,2019-07-10
1997-02-01,294.519714606662,2019-07-10
1997-03-01,300.57019305777,2019-07-10
1997-04-01,307.705515068176,2019-07-10
1997-05-01,314.495243310059,2019-07-10
1997-06-01,325.777214947608,2019-07-10
1997-07-01,342.762037045443,2019-07-10
1997-08-01,358.498459661463,2019-07-10
1997-09-01,365.188902467724,2019-07-10
1997-10-01,370.646134988928,2019-07-10
1997-11-01,379.236530195234,2019-07-10
1997-12-01,365.55043741945,2019-07-10
1998-01-01,357.944036724157,2019-07-10
1998-02-01,370.930812516312,2019-07-10
1998-03-01,369.071590691852,2019-07-10
1998-04-01,367.570895074363,2019-07-10
1998-05-01,370.170591015028,2019-07-10
1998-06-01,372.828139900778,2019-07-10
1998-07-01,364.996582212245,2019-07-10
1998-08-01,360.858264376878,2019-07-10
1998-09-01,350.885525227065,2019-07-10
1998-10-01,380.902567342506,2019-07-10
1998-11-01,396.538640061503,2019-07-10
1998-12-01,415.374181033905,2019-07-10
1999-01-01,433.394898872726,2019-07-10
1999-02-01,458.64136489238,2019-07-10
1999-03-01,475.739521339738,2019-07-10
1999-04-01,487.10746251449,2019-07-10
1999-05-01,517.396044923696,2019-07-10
1999-06-01,549.629350766642,2019-07-10
1999-07-01,567.48929772808,2019-07-10
1999-08-01,588.331193001423,2019-07-10
1999-09-01,606.020763089203,2019-07-10
1999-10-01,620.471582521083,2019-07-10
1999-11-01,652.991821653261,2019-07-10
1999-12-01,674.344181424865,2019-07-10
2000-01-01,681.339747739553,2019-07-10
2000-02-01,723.256017907056,2019-07-10
2000-03-01,751.957074530612,2019-07-10
2000-04-01,777.773130021591,2019-07-10
2000-05-01,803.465249455655,2019-07-10
2000-06-01,844.1269361072,2019-07-10
2000-07-01,884.872115553279,2019-07-10
2000-08-01,938.611455738532,2019-07-10
2000-09-01,976.939443919767,2019-07-10
2000-10-01,1018.98285237359,2019-07-10
2000-11-01,1035.54969838954,2019-07-10
2000-12-01,1070.30797548818,2019-07-10
2001-01-01,1094.98088760669,2019-07-10
2001-02-01,1112.45670624277,2019-07-10
2001-03-01,1136.7868405351,2019-07-10
2001-04-01,1174.54702827357,2019-07-10
2001-05-01,1224.56927874211,2019-07-10
2001-06-01,1235.1245094417,2019-07-10
2001-07-01,1271.31103340409,2019-07-10
2001-08-01,1321.85312886764,2019-07-10
2001-09-01,1373.09264075903,2019-07-10
2001-10-01,1430.98825312788,2019-07-10
2001-11-01,1476.61181971223,2019-07-10
2001-12-01,1469.6835633121,2019-07-10
2002-01-01,1529.59008689716,2019-07-10
2002-02-01,1543.11264222356,2019-07-10
2002-03-01,1560.20730978219,2019-07-10
2002-04-01,1592.23498416738,2019-07-10
2002-05-01,1636.93066677723,2019-07-10
2002-06-01,1692.85151014644,2019-07-10
2002-07-01,1721.71634100865,2019-07-10
2002-08-01,1771.62456017107,2019-07-10
2002-09-01,1822.52157011576,2019-07-10
2002-10-01,1865.68507644738,2019-07-10
2002-11-01,1937.7111694587,2019-07-10
2002-12-01,1976.76966028957,2019-07-10
2003-01-01,2023.26098447697,2019-07-10
2003-02-01,2073.84600992864,2019-07-10
2003-03-01,2152.07344855533,2019-07-10
2003-04-01,2238.82815064114,2019-07-10
2003-05-01,2333.68052545796,2019-07-10
2003-06-01,2438.90642249434,2019-07-10
2003-07-01,2553.30732054065,2019-07-10
2003-08-01,2616.28188970786,2019-07-10
2003-09-01,2695.66957664208,2019-07-10
2003-10-01,2752.53556913258,2019-07-10
2003-11-01,2814.11665905276,2019-07-10
2003-12-01,2891.6173390754,2019-07-10
2004-01-01,3042.30658257979,2019-07-10
2004-02-01,3259.26758360119,2019-07-10
2004-03-01,3380.34741335177,2019-07-10
2004-04-01,3431.96417955393,2019-07-10
2004-05-01,3483.75625610556,2019-07-10
2004-06-01,3502.43591438751,2019-07-10
2004-07-01,3576.41391195226,2019-07-10
2004-08-01,3604.92954878216,2019-07-10
2004-09-01,3654.74767962992,2019-07-10
2004-10-01,3726.82719952865,2019-07-10
2004-11-01,3881.03015631418,2019-07-10
2004-12-01,4018.48821568053,2019-07-10
2005-01-01,4133.0378060838,2019-07-10
2005-02-01,4237.78956584839,2019-07-10
2005-03-01,4366.24274040719,2019-07-10
2005-04-01,4479.32680897816,2019-07-10
2005-05-01,4589.74707578731,2019-07-10
2005-06-01,4659.54366555292,2019-07-10
2005-07-01,4791.94158329476,2019-07-10
2005-08-01,4955.24661566246,2019-07-10
2005-09-01,5131.85633557906,2019-07-10
2005-10-01,5285.50874284095,2019-07-10
2005-11-01,5439.38552023368,2019-07-10
2005-12-01,5552.30165425409,2019-07-10
2006-01-01,5726.09733046026,2019-07-10
2006-02-01,5883.92110565999,2019-07-10
2006-03-01,5977.59393095134,2019-07-10
2006-04-01,6155.17261754828,2019-07-10
2006-05-01,6348.79464300677,2019-07-10
2006-06-01,6632.65160625487,2019-07-10
2006-07-01,6893.67193140582,2019-07-10
2006-08-01,7189.02568625407,2019-07-10
2006-09-01,7446.18669397724,2019-07-10
2006-10-01,7744.59055924998,2019-07-10
2006-11-01,7962.86457679573,2019-07-10
2006-12-01,8182.62974137314,2019-07-10
2007-01-01,8516.35485928251,2019-07-10
2007-02-01,8734.92142032935,2019-07-10
2007-03-01,8970.35712910779,2019-07-10
2007-04-01,9376.73632543293,2019-07-10
2007-05-01,9985.16263091445,2019-07-10
2007-06-01,10613.7126387812,2019-07-10
2007-07-01,10608.1636275778,2019-07-10
2007-08-01,10896.2987287067,2019-07-10
2007-09-01,11184.1350810494,2019-07-10
2007-10-01,11507.1289259177,2019-07-10
2007-11-01,11707.9135131419,2019-07-10
2007-12-01,12064.5977373257,2019-07-10
2008-01-01,12213.7022114023,2019-07-10
2008-02-01,12558.9890163846,2019-07-10
2008-03-01,12763.9001808158,2019-07-10
2008-04-01,12950.2541830398,2019-07-10
2008-05-01,12961.976485486,2019-07-10
2008-06-01,13233.1921426559,2019-07-10
2008-07-01,13603.6379539873,2019-07-10
2008-08-01,13879.9112385763,2019-07-10
2008-09-01,14286.2578583095,2019-07-10
2008-10-01,14134.5358432844,2019-07-10
2008-11-01,13558.6148954294,2019-07-10
2008-12-01,13169.76345831,2019-07-10
2009-01-01,12312.0474873395,2019-07-10
2009-02-01,11438.5759028211,2019-07-10
2009-03-01,11515.3368291838,2019-07-10
2009-04-01,11547.5090842134,2019-07-10
2009-05-01,11838.3773832945,2019-07-10
2009-06-01,12271.9718678425,2019-07-10
2009-07-01,12469.127130411,2019-07-10
2009-08-01,12670.7186612752,2019-07-10
2009-09-01,12897.0405820951,2019-07-10
2009-10-01,13222.7178710614,2019-07-10
2009-11-01,13770.6161610966,2019-07-10
2009-12-01,14059.1124316166,2019-07-10
2010-01-01,14478.4842390179,2019-07-10
2010-02-01,14875.7630221674,2019-07-10
2010-03-01,15248.3166327802,2019-07-10
2010-04-01,15572.7798542696,2019-07-10
2010-05-01,16076.1792828131,2019-07-10
2010-06-01,16419.9947762025,2019-07-10
2010-07-01,16705.4655341574,2019-07-10
2010-08-01,17143.216149047,2019-07-10
2010-09-01,17597.7626851993,2019-07-10
2010-10-01,17900.5841264791,2019-07-10
2010-11-01,18376.1175794984,2019-07-10
2010-12-01,18716.0215710687,2019-07-10
2011-01-01,18968.2836505235,2019-07-10
2011-02-01,19229.5840298867,2019-07-10
2011-03-01,19493.9970453363,2019-07-10
2011-04-01,19690.6542672778,2019-07-10
2011-05-01,19964.4675544486,2019-07-10
2011-06-01,20135.8299464406,2019-07-10
2011-07-01,20540.6490544534,2019-07-10
2011-08-01,20922.1900800022,2019-07-10
2011-09-01,21264.1856383835,2019-07-10
2011-10-01,21774.6746338024,2019-07-10
2011-11-01,21997.1255994729,2019-07-10
2011-12-01,22449.11019925,2019-07-10
2012-01-01,22942.2748551362,2019-07-10
2012-02-01,23234.1115683158,2019-07-10
2012-03-01,23443.6873548386,2019-07-10
2012-04-01,23622.9014128037,2019-07-10
2012-05-01,23831.1962056179,2019-07-10
2012-06-01,24032.4343756384,2019-07-10
2012-07-01,24308.2218792263,2019-07-10
2012-08-01,24399.0739093077,2019-07-10
2012-09-01,24509.5228437188,2019-07-10
2012-10-01,24792.5965131408,2019-07-10
2012-11-01,25169.3244243929,2019-07-10
2012-12-01,25311.0133430309,2019-07-10
2013-01-01,25762.2406561407,2019-07-10
2013-02-01,26221.7873379149,2019-07-10
2013-03-01,26632.9710958178,2019-07-10
2013-04-01,27063.2323787623,2019-07-10
2013-05-01,27253.1556816618,2019-07-10
2013-06-01,27594.2114871637,2019-07-10
2013-07-01,28089.2484644135,2019-07-10
2013-08-01,28534.5412214552,2019-07-10
2013-09-01,28732.2414041168,2019-07-10
2013-10-01,28771.9702639716,2019-07-10
2013-11-01,29094.3794730977,2019-07-10
2013-12-01,29511.7313118263,2019-07-10
2014-01-01,29582.8797232845,2019-07-10
2014-02-01,29741.5018021928,2019-07-10
2014-03-01,30015.1148655614,2019-07-10
2014-04-01,29389.4035138993,2019-07-10
2014-05-01,29744.9723538587,2019-07-10
2014-06-01,29865.8527354489,2019-07-10
2014-07-01,29969.1751126613,2019-07-10
2014-08-01,30260.4521693802,2019-07-10
2014-09-01,30558.6020625095,2019-07-10
2014-10-01,30750.2096437872,2019-07-10
2014-11-01,30658.9045330035,2019-07-10
2014-12-01,30777.7337255797,2019-07-10
2015-01-01,30694.3437172441,2019-07-10
2015-02-01,30887.0841144086,2019-07-10
2015-03-01,31023.9396685296,2019-07-10
2015-04-01,30871.710040129,2019-07-10
2015-05-01,31488.2672357174,2019-07-10
2015-06-01,31691.7808076426,2019-07-10
2015-07-01,31773.737839367,2019-07-10
2015-08-01,32105.6464048713,2019-07-10
2015-09-01,32506.5276064557,2019-07-10
2015-10-01,32469.281338128,2019-07-10
2015-11-01,32943.0264104546,2019-07-10
2015-12-01,33334.7403200309,2019-07-10
2016-01-01,34176.6340910294,2019-07-10
2016-02-01,33849.6205002364,2019-07-10
2016-03-01,34107.6759408608,2019-07-10
2016-04-01,34563.4890840271,2019-07-10
2016-05-01,34877.2135456848,2019-07-10
2016-06-01,35468.2102410035,2019-07-10
2016-07-01,35651.7679962579,2019-07-10
2016-08-01,36087.7166286757,2019-07-10
2016-09-01,36319.5370658653,2019-07-10
2016-10-01,36617.6303210803,2019-07-10
2016-11-01,36884.889885856,2019-07-10
2016-12-01,37054.2407203792,2019-07-10
2017-01-01,37312.8558549341,2019-07-10
2017-02-01,37931.4883447228,2019-07-10
2017-03-01,38274.5059345793,2019-07-10
2017-04-01,38462.4606291788,2019-07-10
2017-05-01,38427.6323250938,2019-07-10
2017-06-01,39012.4561675998,2019-07-10
2017-07-01,39352.4052926836,2019-07-10
2017-08-01,39361.9317759176,2019-07-10
2017-09-01,39583.0988727553,2019-07-10
2017-10-01,40079.2057304079,2019-07-10
2017-11-01,40541.9903060711,2019-07-10
2017-12-01,40776.1699837514,2019-07-10
2018-01-01,41208.560247626,2019-07-10
2018-02-01,41536.6682085239,2019-07-10
2018-03-01,41836.4288708919,2019-07-10
2018-04-01,42309.0013846815,2019-07-10
2018-05-01,42884.9570150514,2019-07-10
2018-06-01,43029.2978292486,2019-07-10
2018-07-01,43774.0420023444,2019-07-10
2018-08-01,44022.891622399,2019-07-10
2018-09-01,44561.7444479348,2019-07-10
2018-10-01,44818.8359343394,2019-07-10
2018-11-01,45163.3532860445,2019-07-10
2018-12-01,45616.0992464072,2019-07-10
2019-01-01,45718.4670342795,2019-07-10
2019-02-01,45680.3994328279,2019-07-10
2019-03-01,45992.3370374177,2019-07-10
2019-04-01,46084.2084766871,2019-07-10
2019-05-01,46193.8524063426,2019-07-10
2019-06-01,46504.8105573117,2019-07-10
